cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country
42,Garvett,Shaw,1855-10-11,FALSE,"Belfast, UK",FALSE,Fullback,Ireland v Scotland,Belfast,1877-02-19,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
43,Edward,Croker,1849-09-14,FALSE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
44,George,Fagan,1858-11-27,FALSE,"Bengal, India",FALSE,Halfback,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
45,W.,Griffiths,NA,NA,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
46,Barney,Hughes,NA,NA,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,12,12,0,0,0,0,0,0,0,1,10,1,0.08333333333333333,Ireland
47,Robert,Matier,1857-07-03,FALSE,"Belfast, UK",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1878-03-11,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
48,William,Moore,1858-01-01,TRUE,"Connor, Antrim, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
49,Frederick,Schute,1852-04-30,FALSE,"Bradford, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
50,Arthur,Archer,1856-01-01,TRUE,"Kildare, Ireland",FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
51,Jack,Bagot,1856-10-20,FALSE,"Ballymoe, Galway, Ireland",FALSE,Three-quarters,Ireland v Scotland,Belfast,1879-02-17,5,5,0,1,0,0,0,1,0,1,4,0,0.2,Ireland
52,William,Cummins,1858-02-04,FALSE,"Cork, Ireland",FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,3,3,0,0,0,0,0,0,0,0,2,1,0,Ireland
53,William,Goulding,1856-03-07,FALSE,"Shandon, Cork, Ireland",FALSE,Halfback,Ireland v Scotland,Belfast,1879-02-17,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
54,Thomas,Harrison,NA,NA,Not Available,FALSE,Three-quarters,Ireland v Scotland,Belfast,1879-02-17,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
55,William,Neville,1855-01-01,TRUE,West Indie,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
56,Henry,Purdon,1856-07-25,FALSE,"Belfast, UK",FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,5,5,0,0,0,0,0,0,0,1,4,0,0.2,Ireland
57,George,Scriven,1856-11-09,FALSE,"Dublin, Ireland",FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,8,8,0,0,0,0,0,0,0,0,8,0,0,Ireland
58,John,Taylor,1859-06-30,FALSE,Not Available,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,8,8,0,0,0,0,0,0,0,1,6,1,0.125,Ireland
59,James,Bristow,1858-11-04,FALSE,"Dunmurry, Antrim, Ireland",FALSE,Forward,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
60,John,Cuppaidge,1856-12-25,FALSE,"Dublin, Ireland",FALSE,Forward,England v Ireland,The Oval,1879-03-24,3,3,0,0,1,0,0,0,0,0,3,0,0,Ireland
61,Jack,Keon,1850-03-31,FALSE,"Portloman, Westmeath, Ireland",FALSE,Forward,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
62,William,Pike,1860-03-10,FALSE,"Glendararry, Mayo, Ireland",FALSE,Three-quarters,England v Ireland,The Oval,1879-03-24,5,5,0,0,0,0,0,0,0,1,3,1,0.2,Ireland
63,Willington,Willis,1860-01-01,TRUE,Not Available,FALSE,Three-quarters,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
64,Arthur,Forrest,1859-10-13,FALSE,"Dublin, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,8,8,0,0,1,0,0,0,0,1,6,1,0.125,Ireland
65,William,Heron,1858-01-01,TRUE,Not Available,FALSE,Halfback,Ireland v England,Lansdowne Road,1880-02-02,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
66,Mereth,di Johnston,1860-10-20,FALSE,"Dublin, Ireland",FALSE,Halfback,Ireland v England,Lansdowne Road,1880-02-02,8,8,0,0,1,0,0,0,0,1,6,1,0.125,Ireland
67,Francis,Kennedy,1859-01-01,TRUE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
68,Alfred,Miller,1859-08-04,FALSE,"Kingstown, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
69,William,Wallis,1856-07-02,FALSE,"Dublin, Ireland",FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,5,5,0,0,0,0,0,0,0,1,4,0,0.2,Ireland
70,David,Browning,1856-02-28,FALSE,"Bruree, Limerick, Ireland",FALSE,Forward,England v Ireland,Manchester,1881-02-05,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Ireland
71,John,Burkitt,1860-07-01,FALSE,"Kilkee, Clare, Ireland",FALSE,Forward,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
72,Alfred,MacMullen,1860-01-14,FALSE,Not Available,FALSE,Forward,England v Ireland,Manchester,1881-02-05,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Ireland
73,Jones,Morell,1858-10-15,FALSE,"Dungannon, Tyrone, Ireland",FALSE,Forward,England v Ireland,Manchester,1881-02-05,4,4,0,0,0,0,0,0,0,1,2,1,0.25,Ireland
74,William,Peirce,1861-01-01,TRUE,Not Available,FALSE,Three-quarters,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
75,Henry,Spunner,NA,NA,Not Available,FALSE,Halfback,England v Ireland,Manchester,1881-02-05,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,Ireland
76,Jack,Johnston,1858-01-01,TRUE,Not Available,FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,9,9,0,0,0,0,0,0,0,2,7,0,0.2222222222222222,Ireland
77,Robert,McLean,NA,NA,Not Available,FALSE,Three-quarters,Ireland v Scotland,Belfast,1881-02-19,10,10,0,0,0,0,0,0,0,1,8,1,0.1,Ireland
78,Joseph,Atkinson,1862-09-23,FALSE,"Dublin, Ireland",FALSE,Three-quarters,Ireland v Wales,Lansdowne Road,1882-01-28,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
79,Gerrard,Bent,1859-01-02,FALSE,"Greenwich, UK",FALSE,Halfback,Ireland v Wales,Lansdowne Road,1882-01-28,2,2,0,0,0,0,0,0,0,0,1,1,0,Ireland
80,Arthur,Downing,1860-08-17,FALSE,"Monkstown, Ireland",FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
81,William,Fletcher,1862-09-04,FALSE,Not Available,FALSE,Halfback,Ireland v Wales,Lansdowne Road,1882-01-28,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
82,Ernest,Greene,1862-01-01,TRUE,"Dublin, Ireland",FALSE,Three-quarters,Ireland v Wales,Lansdowne Road,1882-01-28,4,4,0,0,1,0,0,0,0,0,4,0,0,Ireland
83,Frederick,Heuston,1857-01-22,FALSE,"Tipperary, Ireland",FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
84,John,Kennedy,1859-09-19,FALSE,"Spafield, Tipperary, Ireland",FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
85,Ted,McCarthy,1860-12-26,FALSE,"Wexford, Ireland",FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
86,Thomas,McCarthy,1862-01-01,TRUE,"Bansha, Tipperary, Ireland",FALSE,Three-quarters,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
87,Bob,Thompson,1861-01-01,TRUE,Not Available,FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
88,Thomas,Johnson-Smyth,1857-06-01,TRUE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,1,1,0,0,0,0,0,0,0,0,0,1,0,Ireland
89,Robert,Nelson,1861-01-01,TRUE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,4,4,0,0,0,0,0,0,0,0,3,1,0,Ireland
90,Oliver,Stokes,1858-03-16,FALSE,"Woolwich, Kent, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,2,2,0,0,1,0,0,0,0,0,1,1,0,Ireland
91,Edward,Wolfe,1858-08-04,FALSE,"Monaghan, Northern Ireland",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1882-02-06,1,1,0,0,0,0,0,0,0,0,0,1,0,Ireland
92,John,Buchanan,1863-04-26,FALSE,"Edenfel, Tyrone, Ireland",FALSE,Forward,Scotland v Ireland,Glasgow,1882-02-18,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
93,Robert,Morrow,NA,NA,Not Available,FALSE,Fullback,Scotland v Ireland,Glasgow,1882-02-18,10,10,0,0,0,0,0,0,0,0,10,0,0,Ireland
94,Alexander,O'Sullivan,1858-07-01,FALSE,"Cork, Ireland",FALSE,Forward,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
95,Joe,Pedlow,1862-10-05,FALSE,Not Available,FALSE,Three-quarters,Scotland v Ireland,Glasgow,1882-02-18,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
96,Stewart,Bruce,1858-11-17,FALSE,"Derry, Northern Ireland",FALSE,Forward,England v Ireland,Manchester,1883-02-05,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
97,Henry,King,1862-11-23,FALSE,"London, UK",FALSE,Forward,England v Ireland,Manchester,1883-02-05,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
98,Frank,Moore,1859-01-01,TRUE,"Glasnevin, Dublin, Ireland",FALSE,Forward,England v Ireland,Manchester,1883-02-05,4,4,0,0,0,0,0,0,0,0,4,0,0,Ireland
99,Rowland,Scovell,1863-05-06,FALSE,"Kingstown, Ireland",FALSE,Three-quarters,England v Ireland,Manchester,1883-02-05,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
100,Peyton,Warren,1860-10-27,FALSE,"Clontarf, Dublin, Ireland",FALSE,Halfback,England v Ireland,Manchester,1883-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
101,Samuel,Collier,1863-10-01,FALSE,"Brookborough, Cavan, Northern Ireland",FALSE,Halfback,Ireland v Scotland,Belfast,1883-02-17,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
102,Henry,Brabazon,1861-08-28,FALSE,"nr Mullingar, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1884-02-04,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
103,William,Higgin,1860-01-10,FALSE,"Belfast, UK",FALSE,Halfback,Ireland v England,Lansdowne Road,1884-02-04,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
104,Francis,Levis,1861-01-01,TRUE,"Skibbereen, Cork, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1884-02-04,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
105,Daniel,Ross,1865-01-01,TRUE,"Hollywood, Down, Ireland",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1884-02-04,5,5,0,0,0,0,0,0,0,0,5,0,0,Ireland
106,William,Rutherford,1862-01-18,FALSE,"Tipperary, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1884-02-04,6,6,0,0,0,0,0,0,0,1,5,0,0.16666666666666666,Ireland
107,Alexander,Gordon,NA,NA,"Dublin, Ireland",FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
108,Thomas,Hobbs,1861-04-28,FALSE,"Ambala, Ireland",FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
109,Walter,Kelly,1854-01-01,TRUE,Not Available,FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
110,Lewis,McIntosh,1858-01-01,TRUE,Not Available,FALSE,Three-quarters,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,1,0,0,0,0,0,1,0,0,Ireland
111,Forbes,Maguire,1856-07-29,FALSE,"Dublin, Ireland",FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
112,John,O'Sullivan,1865-09-01,TRUE,"Limerick, Ireland",FALSE,Fullback,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
113,George,Wheeler,1864-12-09,FALSE,"Belfast, UK",FALSE,Fullback,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
114,William,Collis,1860-09-27,FALSE,"Dublin, Ireland",FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
115,Herbert,Cook,NA,NA,Not Available,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
116,John,Fitzgerald,NA,NA,Not Available,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
117,William,Hallaran,1861-04-19,FALSE,Not Available,FALSE,Halfback,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
118,Bruce,Hamilton,1861-01-01,FALSE,"Omagh, Ireland",FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
119,Walter,Johnstone,1863-06-24,FALSE,"Kingstown, Ireland",FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
120,Charles,Jordan,NA,NA,"date unknown, UK",FALSE,Wing,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
121,John,McDaniel,NA,NA,"Newport, UK",FALSE,Wing,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
122,Frederick,Moore,1857-09-03,FALSE,"Glasnevin, Dublin, Ireland",FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,4,4,0,0,0,0,0,0,0,0,4,0,0,Ireland
123,Lambert,Moyers,1860-01-01,TRUE,"Dublin, Ireland",FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
124,Thomas,Allen,1864-09-11,FALSE,"Glendermot, Derry, Ireland",FALSE,Forward,England v Ireland,Manchester,1885-02-07,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
125,Robert,Bradshaw,1861-05-27,FALSE,"Gorey, Wexford, Ireland",FALSE,Forward,England v Ireland,Manchester,1885-02-07,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland
126,Ernie,Crawford,1861-01-26,FALSE,Not Available,FALSE,Halfback,England v Ireland,Manchester,1885-02-07,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
127,Thomas,Lyle,1860-08-26,FALSE,"Coleraine, Northern Ireland",FALSE,Forward,England v Ireland,Manchester,1885-02-07,6,6,0,0,0,0,0,0,0,1,5,0,0.16666666666666666,Ireland
128,Harry,Neill,1860-12-12,FALSE,"Geelong, Australia",FALSE,Forward,England v Ireland,Manchester,1885-02-07,9,9,0,0,0,0,0,0,0,2,7,0,0.2222222222222222,Ireland
129,John,Ross,1866-01-01,FALSE,"Dublin, Ireland",FALSE,Three-quarters,England v Ireland,Manchester,1885-02-07,5,5,0,0,0,0,0,0,0,0,5,0,0,Ireland
130,Thomas,Shanahan,1864-01-04,FALSE,"Waterford, Ireland",FALSE,Forward,England v Ireland,Manchester,1885-02-07,6,6,0,0,1,0,0,0,0,1,5,0,0.16666666666666666,Ireland
131,Robert,Warren,1865-09-04,FALSE,"India, Meath, Ireland",FALSE,Halfback,England v Ireland,Manchester,1885-02-07,15,15,0,0,1,0,0,0,0,3,11,1,0.2,Ireland
132,J.A.,Thompson,NA,NA,Not Available,FALSE,Forward,Ireland v Scotland,Belfast,1885-02-21,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland
133,William,Hogg,1861-10-31,FALSE,"Granitefield, Dublin, Ireland",FALSE,Forward,Scotland v Ireland,Edinburgh,1885-03-07,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
134,D.V.,Hunter,NA,NA,Not Available,FALSE,Halfback,Scotland v Ireland,Edinburgh,1885-03-07,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
135,Joseph,Chambers,1864-11-25,FALSE,"Co Cavan, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1886-02-06,5,5,0,0,0,0,0,0,0,1,4,0,0.2,Ireland
136,Victor le,Fanu,1865-10-14,FALSE,"Dublin, Ireland",FALSE,Forward,Ireland v England,Lansdowne Road,1886-02-06,11,11,0,0,0,0,0,0,0,3,8,0,0.2727272727272727,Ireland
137,Ralph,Massy-Westropp,1864-04-23,FALSE,"Worcester, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1886-02-06,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
138,Maxy,Carpendale,1864-07-03,FALSE,"Mazagan, Bombay, India",FALSE,Three-quarters,Scotland v Ireland,Edinburgh,1886-02-20,4,4,0,1,0,0,0,1,0,1,3,0,0.25,Ireland
139,Robert,Herrick,1864-01-23,FALSE,"Templemartin, Cork, Ireland",FALSE,Halfback,Scotland v Ireland,Edinburgh,1886-02-20,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
140,James,McMordie,1864-01-01,FALSE,"Belfast, UK",FALSE,Forward,Scotland v Ireland,Edinburgh,1886-02-20,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
141,Francis,Miller,1865-10-05,FALSE,Not Available,FALSE,Forward,Scotland v Ireland,Edinburgh,1886-02-20,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
142,Joseph,Ross,NA,NA,"Hollywood, Down, Ireland",FALSE,Halfback,Scotland v Ireland,Edinburgh,1886-02-20,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland
143,Frank,Stoker,1866-05-29,FALSE,"Dublin, Ireland",FALSE,Forward,Scotland v Ireland,Edinburgh,1886-02-20,5,5,0,0,0,0,0,0,0,1,4,0,0.2,Ireland
144,James,Waites,NA,NA,"Preson, Lancs, UK",FALSE,Forward,Scotland v Ireland,Edinburgh,1886-02-20,7,7,0,0,1,0,0,0,0,1,5,1,0.14285714285714285,Ireland
