cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country
21,G.,Maurin,NA,NA,Not Available,FALSE,Flanker,France v England,Parc des Princes,1906-03-22,1,1,0,0,0,0,0,0,0,0,1,0,0,France
22,Theodore,Varvier,1884-04-29,FALSE,"Lyon, France",FALSE,"Fullback, Centre, Fly-half",France v England,Parc des Princes,1906-03-22,6,6,0,0,0,0,0,0,0,0,6,0,0,France
23,Charles,Beaurin-Gressier,1879-10-25,FALSE,"Paris, France",FALSE,"Prop, No. 8",England v France,Richmond,1907-01-05,2,2,0,0,0,0,0,0,0,0,2,0,0,France
24,Marc,Giacardy,1881-02-15,FALSE,"Bordeaux, France",FALSE,"Fly-half, Flanker, Halfback",England v France,Richmond,1907-01-05,1,1,0,0,0,0,0,0,0,0,1,0,0,France
25,Henri,Isaac,1883-05-07,FALSE,"Basse-Terre, France",FALSE,Fullback,England v France,Richmond,1907-01-05,2,2,0,0,0,0,0,0,0,0,2,0,0,France
26,Henri,Martin,1888-08-29,FALSE,"Cayenne, France",FALSE,"Fullback, Centre",England v France,Richmond,1907-01-05,2,2,0,0,0,0,0,0,0,0,2,0,0,France
27,Paul,Mauriat,1887-05-27,FALSE,"Neuville-sur-Saone, France",FALSE,"Prop, Hooker, Lock",England v France,Richmond,1907-01-05,19,19,0,5,1,1,0,0,0,1,18,0,0.05263157894736842,France
28,A.,Poirier,NA,NA,Not Available,FALSE,Hooker,England v France,Richmond,1907-01-05,1,1,0,0,0,0,0,0,0,0,1,0,0,France
29,Charles,Vareilles,1885-07-25,FALSE,"Poulo Condor, French Ind, France",FALSE,Wing,England v France,Richmond,1907-01-05,5,5,0,4,0,0,0,1,0,0,5,0,0,France
30,Georges,Borchard,1885-12-25,FALSE,"Bordeaux, France",FALSE,"Hooker, Lock, Flanker",France v England,Colombes,1908-01-01,5,5,0,0,0,0,0,0,0,0,5,0,0,France
31,Rene,Duval,1886-09-07,FALSE,"Paris, France",FALSE,"Fly-half, Flanker",France v England,Colombes,1908-01-01,6,6,0,0,0,0,0,0,0,0,6,0,0,France
32,Pierre,Guillemin,1886-06-14,FALSE,"Fallowfield, Lancs, France",FALSE,"Prop, Lock",France v England,Colombes,1908-01-01,11,11,0,3,1,0,0,0,0,1,10,0,0.09090909090909091,France
33,Alfred,Mayssonnie,1884-02-10,FALSE,"Lavernose, France",FALSE,"Fly-half, Scrum-half",France v England,Colombes,1908-01-01,3,3,0,0,0,0,0,0,0,0,3,0,0,France
34,Henri,Moure,1882-12-09,FALSE,"Bordeaux, France",FALSE,Flanker,France v England,Colombes,1908-01-01,1,1,0,0,0,0,0,0,0,0,1,0,0,France
35,Rene von,Malmann,1885-11-02,FALSE,"Paris, France",FALSE,"Prop, Lock",France v England,Colombes,1908-01-01,7,7,0,0,0,0,0,0,0,0,7,0,0,France
36,Maurice,Leuvielle,1881-06-28,FALSE,"Saint-Loubes, France",FALSE,"Centre, Lock, No. 8",Wales v France,Cardiff,1908-03-02,7,7,0,0,0,0,0,0,0,0,7,0,0,France
37,Alphonse,Masse,1883-05-23,FALSE,"Saint-Christophe-de-, France",FALSE,"Lock, Flanker",Wales v France,Cardiff,1908-03-02,7,7,0,0,0,0,0,0,0,0,7,0,0,France
38,Jean,Caujolle,1888-07-31,FALSE,"Saint-Girons, France",FALSE,Fullback,England v France,Leicester,1909-01-30,5,5,0,0,0,0,0,0,0,0,5,0,0,France
39,Georges,Fourcade,1885-04-26,FALSE,"Saint-Pierre-sur-Dro, France",FALSE,Hooker,England v France,Leicester,1909-01-30,2,2,0,0,0,0,0,0,0,0,2,0,0,France
40,Henri,Houblain,1883-01-01,TRUE,Not Available,FALSE,Centre,England v France,Leicester,1909-01-30,2,2,0,0,0,0,0,0,0,0,2,0,0,France
41,Jules,Icard,NA,NA,Not Available,FALSE,Lock,England v France,Leicester,1909-01-30,2,2,0,0,0,0,0,0,0,0,2,0,0,France
42,Andre,Theuriet,1887-03-29,FALSE,"Lyon, France",FALSE,Scrum-half,England v France,Leicester,1909-01-30,5,5,0,0,0,0,0,0,0,0,5,0,0,France
43,Etienne de,Jouvencel,1889-02-28,FALSE,"Paris, France",FALSE,Fullback,France v Wales,Colombes,1909-02-23,2,2,0,0,0,0,0,0,0,0,2,0,0,France
44,Paul,Dupre,1888-06-29,FALSE,"Gagny, France",FALSE,Flanker,France v Wales,Colombes,1909-02-23,1,1,0,0,0,0,0,0,0,0,1,0,0,France
45,Marcel,Burgun,1890-01-30,FALSE,"Saint Petersburg, France",FALSE,"Wing, Centre, Fly-half",Ireland v France,Lansdowne Road,1909-03-20,11,11,0,0,0,0,0,0,0,1,10,0,0.09090909090909091,France
46,Jacques,Gommes,1881-07-06,FALSE,"Bordeaux, France",FALSE,"Scrum-half, Flanker",Ireland v France,Lansdowne Road,1909-03-20,1,1,0,0,0,0,0,0,0,0,1,0,0,France
47,Augustin,Hourdebaigt,1884-09-12,FALSE,"Bordeaux, France",FALSE,Lock,Ireland v France,Lansdowne Road,1909-03-20,5,5,0,3,1,0,0,0,0,0,5,0,0,France
48,Marcel,Legrain,1890-06-14,FALSE,"Paris, France",FALSE,"Centre, Flanker, No. 8",Ireland v France,Lansdowne Road,1909-03-20,12,12,0,0,0,0,0,0,0,1,11,0,0.08333333333333333,France
49,Claude,Martin,1888-06-16,FALSE,"Lyon, France",FALSE,Fly-half,Ireland v France,Lansdowne Road,1909-03-20,3,3,0,0,0,0,0,0,0,0,3,0,0,France
50,Francis,Mouronval,1881-06-04,FALSE,"Avesnes-sur-Helpe, France",FALSE,"Centre, Flanker",Ireland v France,Lansdowne Road,1909-03-20,1,1,0,0,0,0,0,0,0,0,1,0,0,France
51,Joe,Anduran,1882-04-24,FALSE,"Bayonne, France",FALSE,Hooker,Wales v France,Swansea,1910-01-01,1,1,0,0,0,0,0,0,0,0,1,0,0,France
52,Rene,Boudreaux,1880-11-27,FALSE,"Paris, France",FALSE,Prop,Wales v France,Swansea,1910-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
53,Maurice,Bruneau,1883-12-01,FALSE,"Bordeaux, France",FALSE,"Wing, Centre, Fly-half",Wales v France,Swansea,1910-01-01,4,4,0,3,1,0,0,0,0,0,4,0,0,France
54,Remi,Laffitte,1886-10-01,FALSE,"Osserain, France",FALSE,"Centre, Flanker",Wales v France,Swansea,1910-01-01,2,2,0,3,1,0,0,0,0,0,2,0,0,France
55,R.,Menrath,NA,NA,Not Available,FALSE,Fullback,Wales v France,Swansea,1910-01-01,1,1,0,8,0,1,2,0,0,0,1,0,0,France
56,M.,Thevenot,1883-01-01,TRUE,Not Available,FALSE,"Prop, Lock",Wales v France,Swansea,1910-01-01,3,3,0,0,0,0,0,0,0,0,3,0,0,France
57,Jules,Cadenat,1885-09-18,FALSE,"Beziers, France",FALSE,"Prop, Lock, No. 8",Scotland v France,Inverleith,1910-01-22,7,7,0,0,0,0,0,0,0,0,7,0,0,France
58,Julien,Combe,1887-01-01,TRUE,Not Available,FALSE,Fullback,Scotland v France,Inverleith,1910-01-22,4,4,0,0,0,0,0,0,0,1,3,0,0.25,France
59,Jacques,Dedet,1887-03-04,FALSE,"Houailou, New Caledo, France",FALSE,"Centre, Fly-half",Scotland v France,Inverleith,1910-01-22,8,8,0,0,0,0,0,0,0,0,8,0,0,France
60,Guillaume,Laterrade,1889-05-19,FALSE,"Tarbes, France",FALSE,"Scrum-half, Halfback",France v England,Parc des Princes,1910-03-03,5,5,0,3,1,0,0,0,0,1,4,0,0.2,France
61,Joseph de,Muizon,1890-12-29,FALSE,"Versailles, France",FALSE,Wing,France v Ireland,Parc des Princes,1910-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France
62,Fernand,Roujas,1885-02-17,FALSE,"La Mas d'Azil, France",FALSE,Fly-half,France v Ireland,Parc des Princes,1910-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France
63,Joseph,Bavozet,1887-05-26,FALSE,"Lyon, France",FALSE,"Lock, Flanker",France v Scotland,Colombes,1911-01-02,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,France
64,Paul,Decamps,1884-01-14,FALSE,"Paris, France",FALSE,"Lock, Flanker",France v Scotland,Colombes,1911-01-02,1,1,0,4,0,2,0,0,0,1,0,0,1,France
65,Pierre,Failliot,1887-02-25,FALSE,"Paris, France",FALSE,Wing,France v Scotland,Colombes,1911-01-02,8,8,0,15,5,0,0,0,0,1,7,0,0.125,France
66,Fernand,Forgues,1884-11-30,FALSE,"Pau, France",FALSE,"Lock, Flanker",France v Scotland,Colombes,1911-01-02,11,11,0,0,0,0,0,0,0,1,10,0,0.09090909090909091,France
67,Andre,Francquenelle,1889-08-15,FALSE,"Rochefort-sur-Mer, France",FALSE,Centre,France v Scotland,Colombes,1911-01-02,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,France
68,Pierre,Mouniq,1887-02-09,FALSE,"Luz-Saint-Sauveur, France",FALSE,"Prop, Lock",France v Scotland,Colombes,1911-01-02,9,9,0,0,0,0,0,0,0,1,8,0,0.1111111111111111,France
69,Georges,Peyroutou,1888-07-15,FALSE,"Ondres, France",FALSE,Fly-half,France v Scotland,Colombes,1911-01-02,2,2,0,3,1,0,0,0,0,1,1,0,0.5,France
70,Gilbert,Charpentier,1886-11-01,FALSE,"Pissotte, France",FALSE,"Wing, Fly-half",England v France,Twickenham,1911-01-28,3,3,0,0,0,0,0,0,0,0,3,0,0,France
71,Francois,Dutour,1886-12-06,FALSE,"Moissat, France",FALSE,Fullback,England v France,Twickenham,1911-01-28,6,6,0,2,0,1,0,0,0,0,6,0,0,France
72,Rene,Duffour,1881-08-13,FALSE,"Tarbes, France",FALSE,Hooker,France v Wales,Parc des Princes,1911-02-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France
73,Charles ,du Souich,1890-05-07,FALSE,"Tours, France",FALSE,Centre,France v Wales,Parc des Princes,1911-02-28,2,2,0,0,0,0,0,0,0,0,2,0,0,France
74,Robert,Monier,1885-02-20,FALSE,"Bordeaux, France",FALSE,Prop,Ireland v France,Cork,1911-03-25,2,2,0,0,0,0,0,0,0,0,2,0,0,France
75,Raymond,Simonpaoli,1887-11-24,FALSE,"Courtalain, France",FALSE,Lock,Ireland v France,Cork,1911-03-25,3,3,0,3,1,0,0,0,0,0,3,0,0,France
76,Maurice,Boyau,1888-05-08,FALSE,"Mustapha, France",FALSE,Flanker,France v Ireland,Parc des Princes,1912-01-01,6,6,0,4,0,2,0,0,0,0,6,0,0,France
77,Jean-Jacques Conilh de,Beyssac,1890-04-12,FALSE,"Cauderan, France",FALSE,"Prop, Lock",France v Ireland,Parc des Princes,1912-01-01,5,5,0,0,0,0,0,0,0,0,5,0,0,France
78,Jean,Domercq,1886-12-20,FALSE,"Orthez, France",FALSE,Back-row,France v Ireland,Parc des Princes,1912-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
79,Julien,Dufau,1888-02-16,FALSE,"Biarritz, France",FALSE,"Wing, Centre",France v Ireland,Parc des Princes,1912-01-01,5,5,0,6,2,0,0,0,0,0,5,0,0,France
80,Daniel,Ihingoue,1889-01-13,FALSE,"Ilharre, France",FALSE,Centre,France v Ireland,Parc des Princes,1912-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
81,Leon,Larribau,1889-03-02,FALSE,"Anglet, France",FALSE,"Wing, Scrum-half",France v Ireland,Parc des Princes,1912-01-01,6,6,0,3,1,0,0,0,0,0,6,0,0,France
82,Edouard,Vallot,1884-09-15,FALSE,"London, UK",FALSE,Hooker,Scotland v France,Inverleith,1912-01-20,1,1,0,0,0,0,0,0,0,0,1,0,0,France
83,Jacques,Forestier,1890-06-27,FALSE,"Aix-les-Bains, France",FALSE,Prop,Wales v France,Newport,1912-03-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France
84,Marcel,Monniot,1885-03-17,FALSE,"Paris, France",FALSE,"Prop, Lock",Wales v France,Newport,1912-03-25,2,2,0,0,0,0,0,0,0,0,2,0,0,France
85,Jean-Rene,Pascarel,1890-02-20,FALSE,"Bordeaux, France",FALSE,Hooker,Wales v France,Newport,1912-03-25,6,6,0,0,0,0,0,0,0,0,6,0,0,France
86,Jean,Sentilles,1886-02-14,FALSE,"Tarbes, France",FALSE,Centre,Wales v France,Newport,1912-03-25,4,4,0,0,0,0,0,0,0,0,4,0,0,France
87,Helier,Tilh,1881-02-10,FALSE,"Bosdarros, France",FALSE,"Wing, Prop, Lock",Wales v France,Newport,1912-03-25,6,6,0,0,0,0,0,0,0,0,6,0,0,France
88,Maurice,Hedembaigt,1891-02-03,FALSE,"Anglet, France",FALSE,"Scrum-half, Halfback",France v Scotland,Parc des Princes,1913-01-01,3,3,0,0,0,0,0,0,0,0,3,0,0,France
89,Pierre,Jaureguy,1891-05-28,FALSE,"Ostabat, France",FALSE,"Wing, Centre",France v Scotland,Parc des Princes,1913-01-01,4,4,0,0,0,0,0,0,0,0,4,0,0,France
90,Jean,Sebedio,1890-12-12,FALSE,"Saint-Jean-de-Luz, France",FALSE,"Prop, Flanker, No. 8",France v Scotland,Parc des Princes,1913-01-01,9,9,0,3,1,0,0,0,0,2,5,2,0.2222222222222222,France
91,Geo,Andre,1889-08-13,FALSE,"Paris, France",FALSE,Wing,France v South Africa,Bordeaux,1913-01-11,7,7,0,11,3,1,0,0,0,0,7,0,0,France
92,Albert,Chatau,1893-02-11,FALSE,"Urrugne, France",FALSE,Fly-half,France v South Africa,Bordeaux,1913-01-11,1,1,0,0,0,0,0,0,0,0,1,0,0,France
93,Marcel,Favre,1888-08-31,FALSE,"La Roche-sur-Foron, France",FALSE,Prop,England v France,Twickenham,1913-01-25,2,2,0,0,0,0,0,0,0,0,2,0,0,France
94,Clovis,Bioussa,1893-10-09,FALSE,"Toulouse, France",FALSE,Fly-half,France v Wales,Parc des Princes,1913-02-27,3,3,0,0,0,0,0,0,0,0,3,0,0,France
95,Gustave,Podevin,1884-12-14,FALSE,"Paris, France",FALSE,Lock,France v Wales,Parc des Princes,1913-02-27,2,2,0,0,0,0,0,0,0,0,2,0,0,France
96,Jean,Semmartin,1892-04-30,FALSE,"Ars-en-Re, France",FALSE,Fullback,France v Wales,Parc des Princes,1913-02-27,2,2,0,0,0,0,0,0,0,0,2,0,0,France
97,Philippe,Struxiano,1891-03-11,FALSE,"Toulouse, France",FALSE,Scrum-half,France v Wales,Parc des Princes,1913-02-27,7,7,0,6,0,3,0,0,0,2,5,0,0.2857142857142857,France
98,Albert,Eutropius,1888-01-10,FALSE,"Cayenne, France",FALSE,Flanker,Ireland v France,Cork,1913-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,France
99,Henri,Tavernier,1888-06-16,FALSE,"Saint-Just-en-Chauss, France",FALSE,Prop,Ireland v France,Cork,1913-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,France
100,Jean-Marie,Arnal,1892-11-15,FALSE,"Paris, France",FALSE,Lock,France v Ireland,Parc des Princes,1914-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
101,Paul,Faure,1890-01-04,FALSE,"Aureilhan, France",FALSE,"Prop, Hooker",France v Ireland,Parc des Princes,1914-01-01,3,3,0,0,0,0,0,0,0,0,3,0,0,France
102,Robert,Lacoste,1893-01-01,TRUE,Not Available,FALSE,Wing,France v Ireland,Parc des Princes,1914-01-01,3,3,0,3,1,0,0,0,0,0,3,0,0,France
103,Rene,Lasserre,1895-10-09,FALSE,"Bayonne, France",FALSE,"Fullback, Centre, Flanker",France v Ireland,Parc des Princes,1914-01-01,15,15,0,10,2,0,0,1,0,4,9,2,0.26666666666666666,France
104,Raphael,Lavaud,1888-01-18,FALSE,"Bordeaux, France",FALSE,"Lock, Flanker",France v Ireland,Parc des Princes,1914-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
105,Marcel-Frederic,Lubin-Lebrere,1891-07-21,FALSE,"Agen, France",FALSE,"Prop, Lock",France v Ireland,Parc des Princes,1914-01-01,15,15,0,6,2,0,0,0,0,3,10,2,0.2,France
106,Gilbert,Pierrot,1889-02-03,FALSE,"Bizanos, France",FALSE,Centre,France v Ireland,Parc des Princes,1914-01-01,3,3,0,0,0,0,0,0,0,0,3,0,0,France
107,Francois,Poeydebasque,1891-01-07,FALSE,"Bayonne, France",FALSE,"Centre, Fly-half",France v Ireland,Parc des Princes,1914-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
108,Lucien,Besset,1892-01-04,FALSE,"Paris, France",FALSE,"Centre, Fly-half",Wales v France,Swansea,1914-03-02,2,2,0,4,0,2,0,0,0,0,2,0,0,France
109,Robert,Desvouges,1894-11-10,FALSE,"Neuilly-sur-Seine, France",FALSE,Lock,Wales v France,Swansea,1914-03-02,1,1,0,0,0,0,0,0,0,0,1,0,0,France
110,Paulin,Bascou,1889-03-15,FALSE,"Urrugne, France",FALSE,Lock,France v England,Colombes,1914-04-13,1,1,0,0,0,0,0,0,0,0,1,0,0,France
111,Jean-Louis,Capmau,1889-03-17,FALSE,"Siran, France",FALSE,Flanker,France v England,Colombes,1914-04-13,1,1,0,3,1,0,0,0,0,0,1,0,0,France
112,Emmanuel,Iguiniz,1889-12-09,FALSE,"Bayonne, France",FALSE,Hooker,France v England,Colombes,1914-04-13,1,1,0,0,0,0,0,0,0,0,1,0,0,France
113,Eugene,Billac,1898-03-16,FALSE,"Bayonne, France",FALSE,Fly-half,France v Scotland,Parc des Princes,1920-01-01,9,9,0,6,2,0,0,0,0,3,6,0,0.3333333333333333,France
114,Aime,Cassayet-Armagnac,1893-04-09,FALSE,"Mont-de-Marsan, France",FALSE,"Lock, No. 8",France v Scotland,Parc des Princes,1920-01-01,31,31,0,9,3,0,0,0,0,5,24,2,0.16129032258064516,France
115,Andre,Chilo,1898-07-05,FALSE,"Bordeaux, France",FALSE,"Fullback, Wing",France v Scotland,Parc des Princes,1920-01-01,4,4,0,0,0,0,0,0,0,0,4,0,0,France
116,Rene,Crabos,1899-02-07,FALSE,"Saint-Sever, France",FALSE,Centre,France v Scotland,Parc des Princes,1920-01-01,17,17,0,19,1,5,2,0,0,6,9,2,0.35294117647058826,France
117,Adolphe,Jaureguy,1898-02-18,FALSE,"Ostabat, France",FALSE,Wing,France v Scotland,Parc des Princes,1920-01-01,31,31,0,42,14,0,0,0,0,8,22,1,0.25806451612903225,France
118,Joseph,Laurent,1894-03-21,FALSE,"Bayonne, France",FALSE,Flanker,France v Scotland,Parc des Princes,1920-01-01,3,3,0,0,0,0,0,0,0,0,3,0,0,France
119,Robert,Marchand,1892-02-16,FALSE,"Angouleme, France",FALSE,No. 8,France v Scotland,Parc des Princes,1920-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
120,Pierre,Pons,1894-09-16,FALSE,"Llupia, France",FALSE,"Prop, Hooker",France v Scotland,Parc des Princes,1920-01-01,6,6,0,0,0,0,0,0,0,1,4,1,0.16666666666666666,France
121,Louis,Puech,1894-12-04,FALSE,"Gorses, France",FALSE,Lock,France v Scotland,Parc des Princes,1920-01-01,5,5,0,0,0,0,0,0,0,2,3,0,0.4,France
122,Paul,Serre,1895-12-13,FALSE,"Clairac, France",FALSE,Wing,France v Scotland,Parc des Princes,1920-01-01,2,2,0,0,0,0,0,0,0,0,2,0,0,France
123,Robert,Thierry,1893-06-23,FALSE,"Brienon-sur-Armencon, France",FALSE,"Lock, Flanker",France v Scotland,Parc des Princes,1920-01-01,4,4,0,0,0,0,0,0,0,1,3,0,0.25,France
124,Theophile,Cambre,1894-03-24,FALSE,"Bordeaux, France",FALSE,Fullback,England v France,Twickenham,1920-01-31,4,4,0,0,0,0,0,0,0,2,2,0,0.5,France
125,Abel,Guichemerre,1889-08-23,FALSE,"Dax, France",FALSE,Flanker,England v France,Twickenham,1920-01-31,4,4,0,0,0,0,0,0,0,1,3,0,0.25,France
126,Jean,Lavigne,1894-03-27,FALSE,"Levignacq, France",FALSE,Centre,England v France,Twickenham,1920-01-31,2,2,0,0,0,0,0,0,0,0,2,0,0,France
127,Eugene,Soulie,1898-01-01,TRUE,"Paris, France",FALSE,"Prop, Lock",England v France,Twickenham,1920-01-31,9,9,0,0,0,0,0,0,0,4,4,1,0.4444444444444444,France
128,Maurice,Biraben,1892-05-20,FALSE,"Dax, France",FALSE,Prop,France v Wales,Colombes,1920-02-17,10,10,0,0,0,0,0,0,0,4,4,2,0.4,France
129,Georges,Constant,1899-04-13,FALSE,"Perpignan, France",FALSE,Flanker,France v Wales,Colombes,1920-02-17,1,1,0,0,0,0,0,0,0,0,1,0,0,France
130,Francois,Borde,1899-12-08,FALSE,"Lourdes, France",FALSE,Centre,Ireland v France,Lansdowne Road,1920-04-03,12,12,0,3,1,0,0,0,0,4,7,1,0.3333333333333333,France
131,William,Gayraud-Hirigoyen,1898-05-01,FALSE,"Laroque-Timbaut, France",FALSE,Hooker,Ireland v France,Lansdowne Road,1920-04-03,1,1,0,3,1,0,0,0,0,1,0,0,1,France
132,Raoul,Got,1900-02-11,FALSE,"Perpignan, France",FALSE,Wing,Ireland v France,Lansdowne Road,1920-04-03,13,13,0,18,6,0,0,0,0,4,7,2,0.3076923076923077,France
133,Jean,Larrieu,1895-06-02,FALSE,"Toulouse, France",FALSE,"Hooker, Flanker",Ireland v France,Lansdowne Road,1920-04-03,7,7,0,0,0,0,0,0,0,3,4,0,0.42857142857142855,France
134,Pierre,Moureu,1895-08-24,FALSE,"Larrau, France",FALSE,"Prop, Lock, No. 8",Ireland v France,Lansdowne Road,1920-04-03,17,17,0,6,2,0,0,0,0,5,11,1,0.29411764705882354,France
135,Jean,Boubee,1900-10-11,FALSE,"Biarritz, France",FALSE,Back-row,Scotland v France,Inverleith,1921-01-22,9,9,0,3,1,0,0,0,0,3,5,1,0.3333333333333333,France
136,Jean,Clement,1899-09-25,FALSE,"Tarbes, France",FALSE,"Fullback, Fly-half, Halfback",Scotland v France,Inverleith,1921-01-22,10,10,0,0,0,0,0,0,0,2,6,2,0.2,France
137,Gilbert,Coscolla,1900-12-18,FALSE,"Beziers, France",FALSE,"Prop, Lock",Scotland v France,Inverleith,1921-01-22,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France
138,Jean,Lobies,1900-11-28,FALSE,"Bone, France",FALSE,Wing,Scotland v France,Inverleith,1921-01-22,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,France
139,Roger,Piteu,1899-05-14,FALSE,"Pau, France",FALSE,Scrum-half,Scotland v France,Inverleith,1921-01-22,15,15,0,6,2,0,0,0,0,2,11,2,0.13333333333333333,France
140,Fernand,Vaquer,1889-06-22,FALSE,"Latour-bas-Elne, France",FALSE,"Lock, No. 8",Scotland v France,Inverleith,1921-01-22,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,France
141,Adolphe,Bousquet,1899-08-14,FALSE,"Beziers, France",FALSE,Fly-half,France v England,Colombes,1921-03-28,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,France
142,Edmond,Cayrefourcq,1898-07-01,FALSE,"Tarbes, France",FALSE,Wing,France v England,Colombes,1921-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France
143,Charles-Anthoin,Gonnet,1897-11-03,FALSE,"Laon, France",FALSE,Hooker,France v England,Colombes,1921-03-28,16,16,0,5,0,1,1,0,0,4,11,1,0.25,France
144,Jacques,Baquey,1895-11-25,FALSE,"Saint-Medard-en-Jall, France",FALSE,Wing,France v Ireland,Colombes,1921-04-09,1,1,0,0,0,0,0,0,0,1,0,0,1,France
