cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country
16,Amando,Nisti,1898-08-06,FALSE,"Roma, RM, Italy",FALSE,Prop,Spain v Italy,Barcelona,1929-05-20,2,1,1,0,0,0,0,0,0,1,1,0,0.5,Italy
17,Giovanni,Paolin,NA,NA,date unknown,FALSE,"
",Spain v Italy,Barcelona,1929-05-20,1,0,1,0,0,0,0,0,0,0,1,0,0,Italy
18,Eugenio Vinci,I,1900-01-15,FALSE,"Santo Domingo, Dominican",FALSE,"
",Spain v Italy,Barcelona,1929-05-20,1,0,1,0,0,0,0,0,0,0,1,0,0,Italy
19,Giuseppe,Bigi,1910-01-01,TRUE,Not Available,FALSE,Scrum-half,Italy v Spain,Milan,1930-05-29,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy
20,Alberto ,di Bello,1905-01-01,TRUE,Not Available,FALSE,Hooker,Italy v Spain,Milan,1930-05-29,4,4,0,0,0,0,0,0,0,3,0,1,0.75,Italy
21,Angelo,Morimondi,1902-02-04,FALSE,"Milano, MI, Italy",FALSE,Fullback,Italy v Spain,Milan,1930-05-29,4,4,0,0,0,0,0,0,0,3,0,1,0.75,Italy
22,Ernesto,Nathan,NA,NA,date unknown,FALSE,Centre,Italy v Spain,Milan,1930-05-29,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
23,Giuseppe,Sessa,1895-10-25,FALSE,Not Available,FALSE,Lock,Italy v Spain,Milan,1930-05-29,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
24,Amerigo,Centinari,NA,NA,date unknown,FALSE,"
",Italy v Spain,Milan,1930-05-29,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy
25,Leandro,Tagliabue,1909-01-01,TRUE,Not Available,FALSE,Prop,Italy v Spain,Milan,1930-05-29,7,6,1,0,0,0,0,0,0,4,2,1,0.5714285714285714,Italy
26,Ivan,Aloisio,1912-12-26,FALSE,"Genova, GE, Italy",FALSE,No. 8,Italy v Czechia,Milan,1933-02-12,7,7,0,7,1,2,0,0,0,5,1,1,0.7142857142857143,Italy
27,Aurelio,Cazzini,1908-03-26,FALSE,"Gaggiano, MI, Italy",FALSE,Wing,Italy v Czechia,Milan,1933-02-12,15,15,0,12,4,0,0,0,0,9,4,2,0.6,Italy
28,Felice,Colombo,1905-10-08,FALSE,"Milano, MI, Italy",FALSE,Lock,Italy v Czechia,Milan,1933-02-12,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
29,Alberto,Crespi,1906-01-01,TRUE,Not Available,FALSE,Lock,Italy v Czechia,Milan,1933-02-12,6,6,0,0,0,0,0,0,0,4,1,1,0.6666666666666666,Italy
30,Giuseppe,Gattoni,1908-01-01,TRUE,Not Available,FALSE,Centre,Italy v Czechia,Milan,1933-02-12,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy
31,Renzo,Maffioli,1908-01-10,FALSE,"Milano, MI, Italy",FALSE,Centre,Italy v Czechia,Milan,1933-02-12,11,11,0,10,2,0,0,1,0,7,2,2,0.6363636363636364,Italy
32,Umberto,Moretti,1912-09-15,FALSE,"Milano, MI, Italy",FALSE,Scrum-half,Italy v Czechia,Milan,1933-02-12,7,6,1,0,0,0,0,0,0,5,1,1,0.7142857142857143,Italy
33,Fernando,di Tozzi,1911-06-23,FALSE,"Napoli, NA, Italy",FALSE,"
",Italy v Czechia,Milan,1933-02-12,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy
34,Fernando,Trebbi,1909-03-24,FALSE,"Bologna, BO, Italy",FALSE,Fullback,Italy v Czechia,Milan,1933-02-12,2,1,1,0,0,0,0,0,0,2,0,0,1,Italy
35,Riccardo,Aymonod,1908-01-01,TRUE,Not Available,FALSE,Fly-half,Czechia v Italy,Prague,1933-04-16,4,3,1,6,2,0,0,0,0,2,1,1,0.5,Italy
36,Giogio,Bortolini,1910-07-06,FALSE,"Budrio, BO, Italy",FALSE,Prop,Czechia v Italy,Prague,1933-04-16,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Italy
37,Mario,Campagna,1910-09-08,FALSE,"Milano, MI, Italy",FALSE,Scrum-half,Czechia v Italy,Prague,1933-04-16,8,8,0,3,1,0,0,0,0,3,3,2,0.375,Italy
38,Arrigo,Marescalchi,NA,NA,date unknown,FALSE,No. 8,Czechia v Italy,Prague,1933-04-16,3,2,1,3,1,0,0,0,0,1,1,1,0.3333333333333333,Italy
39,Eraldo,Sgorbati,1911-05-26,FALSE,"Novi Ligure, AL, Italy",FALSE,Flanker,Czechia v Italy,Prague,1933-04-16,12,12,0,0,0,0,0,0,0,5,6,1,0.4166666666666667,Italy
40,Ariosto,Agosti,1909-02-21,FALSE,"Stradella, PV, Italy",FALSE,"
",Czechia v Italy,Prague,1933-04-16,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy
41,Luigi,Brighetti,1910-01-01,TRUE,Not Available,FALSE,Flanker,Catalunya v Italy,Barcelona,1934-04-14,1,1,0,0,0,0,0,0,0,0,0,1,0,Italy
42,Gastone de,Angelis,1913-12-26,FALSE,"Lecce, LE, Italy",FALSE,Lock,Catalunya v Italy,Barcelona,1934-04-14,5,5,0,0,0,0,0,0,0,2,1,2,0.4,Italy
43,Angelo,Albonico,1912-06-10,FALSE,"Torino, TO, Italy",FALSE,Lock,Italy v Romania,Milan,1934-12-26,10,10,0,0,0,0,0,0,0,4,5,1,0.4,Italy
44,Giuseppe,Piana,1912-01-01,TRUE,Not Available,FALSE,Fly-half,Italy v Romania,Milan,1934-12-26,6,6,0,0,0,0,0,0,0,3,3,0,0.5,Italy
45,Giancarlo,Zani,1909-03-19,FALSE,"Milano, MI, Italy",FALSE,Hooker,Italy v Romania,Milan,1934-12-26,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
46,Orlando,Maestri,NA,NA,date unknown,FALSE,Prop,Italy v Catalunya,Genova,1935-03-24,3,2,1,0,0,0,0,0,0,1,2,0,0.3333333333333333,Italy
47,Giuseppe,Visentin,1912-04-23,FALSE,"Padova, PD, Italy",FALSE,Flanker,Italy v Catalunya,Genova,1935-03-24,9,9,0,18,4,3,0,0,0,4,5,0,0.4444444444444444,Italy
48,Carlo,Carloni,NA,NA,date unknown,FALSE,Flanker,Italy v France XV,Roma,1935-04-22,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
49,Riccardo,Centinari,1910-04-16,FALSE,"Stradella, PV, Italy",FALSE,Fullback,Italy v France XV,Roma,1935-04-22,6,6,0,0,0,0,0,0,0,2,4,0,0.3333333333333333,Italy
50,Renato de,Marchis,NA,NA,date unknown,FALSE,Scrum-half,Italy v France XV,Roma,1935-04-22,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
51,Filippo Caccia,Dominioni,NA,NA,date unknown,FALSE,Fly-half,Italy v France XV,Roma,1935-04-22,2,1,1,0,0,0,0,0,0,0,2,0,0,Italy
52,Giulio,Rizzoli,NA,NA,date unknown,FALSE,Centre,Italy v France XV,Roma,1935-04-22,3,2,1,4,0,2,0,0,0,1,2,0,0.3333333333333333,Italy
53,Vincenzo,Bertolotto,1912-04-24,FALSE,"Torino, TO, Italy",FALSE,Lock,Germany v Italy,Berlin,1936-05-14,6,6,0,0,0,0,0,0,0,2,3,1,0.3333333333333333,Italy
54,Sandro,Bonfante,NA,NA,date unknown,FALSE,Hooker,Germany v Italy,Berlin,1936-05-14,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
55,Tommaso,Fattori,1909-01-25,FALSE,"Foligno, PG, Italy",FALSE,Prop,Germany v Italy,Berlin,1936-05-14,10,10,0,0,0,0,0,0,0,4,5,1,0.4,Italy
56,Arturo re,Garbagnati,1913-12-11,FALSE,"Milano, MI, Italy",FALSE,No. 8,Germany v Italy,Berlin,1936-05-14,12,12,0,3,1,0,0,0,0,6,6,0,0.5,Italy
57,Guglielmo,Zoffoli,NA,NA,date unknown,FALSE,Fullback,Germany v Italy,Berlin,1936-05-14,7,7,0,0,0,0,0,0,0,3,3,1,0.42857142857142855,Italy
58,Angelo,Becca,1917-04-24,FALSE,Not Available,FALSE,Centre,Romania v Italy,Bucharest,1937-04-25,4,4,0,0,0,0,0,0,0,2,1,1,0.5,Italy
59,Carlo,d'Alessio,1915-01-08,FALSE,"Roma, RM, Italy",FALSE,Wing,Romania v Italy,Bucharest,1937-04-25,5,5,0,6,2,0,0,0,0,1,3,1,0.2,Italy
60,Renato,Paciucci,NA,NA,date unknown,FALSE,Hooker,Romania v Italy,Bucharest,1937-04-25,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,Italy
61,Torriglio,Carraro,1911-07-30,FALSE,"Bobbio, PC, Italy",FALSE,"
",Romania v Italy,Bucharest,1937-04-25,1,0,1,0,0,0,0,0,0,0,0,1,0,Italy
62,Sandro,Vigliano,1909-07-26,FALSE,"Torino, TO, Italy",FALSE,Flanker,Romania v Italy,Bucharest,1937-04-25,6,5,1,30,2,6,4,0,0,4,1,1,0.6666666666666666,Italy
63,Renato,Bevilacqua,1915-03-10,FALSE,"Trieste, TS, Italy",FALSE,Lock,Belgium v Italy,Paris,1937-10-10,9,9,0,0,0,0,0,0,0,5,4,0,0.5555555555555556,Italy
64,Renzo,Cova,NA,NA,date unknown,FALSE,Wing,Belgium v Italy,Paris,1937-10-10,7,7,0,15,5,0,0,0,0,4,3,0,0.5714285714285714,Italy
65,Ugo,Stenta,1916-01-15,FALSE,"Lussinpiccolo, Croatia",FALSE,Lock,Belgium v Italy,Paris,1937-10-10,9,9,0,3,1,0,0,0,0,5,4,0,0.5555555555555556,Italy
66,Giuseppe,Testoni,NA,NA,date unknown,FALSE,Hooker,Belgium v Italy,Paris,1937-10-10,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Italy
67,Cesare,Ghezzi,1909-03-05,FALSE,"Milano, MI, Italy",FALSE,Scrum-half,Germany v Italy,Stuttgart,1938-03-06,5,5,0,0,0,0,0,0,0,2,3,0,0.4,Italy
68,Genesio,Bonati,1912-07-15,FALSE,"Berceto, PR, Italy",FALSE,Hooker,Italy v Germany,Milan,1939-02-11,2,1,1,0,0,0,0,0,0,1,1,0,0.5,Italy
69,Lorenzo,Clerici,1914-10-17,FALSE,"Milano, MI, Italy",FALSE,Fly-half,Italy v Germany,Milan,1939-02-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
70,Orazio,Bracaglia,NA,NA,date unknown,FALSE,Prop,Italy v Romania,Rome,1939-04-29,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
71,Mario Dotti,IV,NA,NA,date unknown,FALSE,Wing,Italy v Romania,Rome,1939-04-29,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Italy
72,Adolfo,Francese,1914-08-27,FALSE,"Vicolungo, NO, Italy",FALSE,Flanker,Italy v Romania,Rome,1939-04-29,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
73,Mario,Gorni,1917-01-29,FALSE,"Mantova, MN, Italy",FALSE,Hooker,Italy v Romania,Rome,1939-04-29,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Italy
74,Ausonio,Alacevich,1910-02-13,FALSE,"Zara, Spain",FALSE,"
",Italy v Romania,Rome,1939-04-29,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy
75,Valerio,Vagnetti,1915-03-15,FALSE,"Roma, RM, Italy",FALSE,Fly-half,Italy v Romania,Rome,1939-04-29,2,1,1,0,0,0,0,0,0,1,1,0,0.5,Italy
76,Mario,Battaglini,1919-10-20,FALSE,"Rovigo, RO, Italy",FALSE,Flanker,Romania v Italy,Bucharest,1940-04-14,5,5,0,18,1,3,3,0,0,3,2,0,0.6,Italy
77,Luigi,Bossi,1918-09-20,FALSE,"Lonate Pozzolo, VA, Italy",FALSE,Fullback,Romania v Italy,Bucharest,1940-04-14,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
78,Arturo,Costa,1918-08-21,FALSE,"Tripoli, Libya",FALSE,Wing,Romania v Italy,Bucharest,1940-04-14,3,3,0,3,1,0,0,0,0,2,1,0,0.6666666666666666,Italy
79,Buby,Farinelli,1917-04-30,FALSE,"Milano, MI, Italy",FALSE,Centre,Romania v Italy,Bucharest,1940-04-14,5,5,0,0,0,0,0,0,0,2,3,0,0.4,Italy
80,Gianni,Figari,NA,NA,date unknown,FALSE,Prop,Romania v Italy,Bucharest,1940-04-14,3,2,1,3,1,0,0,0,0,2,1,0,0.6666666666666666,Italy
81,Eros,Cicognani,NA,NA,date unknown,FALSE,No. 8,Germany v Italy,Stuttgart,1940-05-05,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
82,Ettore,Parmiggiani,1912-01-01,TRUE,Not Available,FALSE,Fly-half,Italy v Romania,Milan,1942-05-02,2,2,0,4,0,0,0,1,0,2,0,0,1,Italy
83,Guido,Romano,1923-01-01,TRUE,Not Available,FALSE,Prop,Italy v Romania,Milan,1942-05-02,1,1,0,3,1,0,0,0,0,1,0,0,1,Italy
84,Piero,Romano,1923-01-01,TRUE,Not Available,FALSE,Prop,Italy v Romania,Milan,1942-05-02,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
85,Enrico,Zanetti,1917-10-20,FALSE,"Venezia, VE, Italy",FALSE,Flanker,Italy v Romania,Milan,1942-05-02,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
86,Giuseppe,Sessi,1913-11-16,FALSE,"Scandiano, RE, Italy",FALSE,"
",Italy v Romania,Milan,1942-05-02,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy
87,Aldo,Battagion,1922-10-20,FALSE,"Bergamo, BG, Italy",FALSE,Scrum-half,Italy v France XV,Rovigo,1948-03-28,2,2,0,2,0,1,0,0,0,1,1,0,0.5,Italy
88,Francesco,Battaglini,1912-03-14,FALSE,"Rovigo, RO, Italy",FALSE,Flanker,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
89,Vittorio,Borsetto,NA,NA,"Canale di Villadose,",FALSE,Prop,Italy v France XV,Rovigo,1948-03-28,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
90,Carlo de,Vecchi,1927-04-15,FALSE,"Milano, MI, Italy",FALSE,No. 8,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
91,Umberto,Faccioli,NA,NA,date unknown,FALSE,Fly-half,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
92,Enrico,Fava,1917-01-01,TRUE,Not Available,FALSE,Centre,Italy v France XV,Rovigo,1948-03-28,2,2,0,5,0,1,1,0,0,1,1,0,0.5,Italy
93,Renzo,Maini,1925-08-12,FALSE,"Sorbolo, PR, Italy",FALSE,Flanker,Italy v France XV,Rovigo,1948-03-28,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
94,Italo,Mattacchini,1924-02-18,FALSE,"Nereto, TE, Italy",FALSE,Hooker,Italy v France XV,Rovigo,1948-03-28,9,9,0,0,0,0,0,0,0,4,5,0,0.4444444444444444,Italy
95,Giuseppe,Molinari,NA,NA,date unknown,FALSE,Prop,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
96,Paolo,Rosi,1924-04-20,FALSE,"Roma, RM, Italy",FALSE,Centre,Italy v France XV,Rovigo,1948-03-28,12,12,0,21,7,0,0,0,0,6,6,0,0.5,Italy
97,Enrico,Rossini,1925-03-20,FALSE,"Roma, RM, Italy",FALSE,Wing,Italy v France XV,Rovigo,1948-03-28,6,6,0,6,2,0,0,0,0,3,3,0,0.5,Italy
98,Pietro,Stievano,1919-01-06,FALSE,"Piove di Sacco, PD, Italy",FALSE,Wing,Italy v France XV,Rovigo,1948-03-28,8,8,0,6,2,0,0,0,0,4,4,0,0.5,Italy
99,Temistocle,Tedeschi,NA,NA,date unknown,FALSE,Fullback,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
100,Vittorio,Vicariotto,1919-02-10,FALSE,"Vicenza, VI, Italy",FALSE,Lock,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
101,Sergio,Barilari,1924-08-13,FALSE,"Roma, RM, Italy",FALSE,Lock,Italy v Czechia,Parma,1948-05-23,3,3,0,0,0,0,0,0,0,3,0,0,1,Italy
102,Luciano,Bove,NA,NA,date unknown,FALSE,Lock,Italy v Czechia,Parma,1948-05-23,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,Italy
103,Giovanni,Favretto,NA,NA,date unknown,FALSE,Prop,Italy v Czechia,Parma,1948-05-23,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
104,Piero,Gabrielli,1924-06-28,FALSE,"Roma, RM, Italy",FALSE,Flanker,Italy v Czechia,Parma,1948-05-23,5,5,0,3,1,0,0,0,0,2,3,0,0.4,Italy
105,Primo,Masci,1924-11-01,FALSE,"Parma, PR, Italy",FALSE,Flanker,Italy v Czechia,Parma,1948-05-23,9,9,0,6,2,0,0,0,0,4,5,0,0.4444444444444444,Italy
106,Fulvio,Pitorri,NA,NA,date unknown,FALSE,Wing,Italy v Czechia,Parma,1948-05-23,2,2,0,3,1,0,0,0,0,1,1,0,0.5,Italy
107,Silvano,Tartaglini,1923-01-06,FALSE,"Roma, RM, Italy",FALSE,Fullback,Italy v Czechia,Parma,1948-05-23,8,8,0,0,0,0,0,0,0,4,4,0,0.5,Italy
108,Mario,Pisaneschi,1923-08-29,FALSE,"Parma, PR, Italy",FALSE,Scrum-half,Italy v Czechia,Parma,1948-05-23,12,11,1,6,1,0,0,1,0,7,5,0,0.5833333333333334,Italy
109,Giovanni,Bonino,NA,NA,date unknown,FALSE,Flanker,France XV v Italy,Marseille,1949-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
110,Giogio,Dagnini,NA,NA,date unknown,FALSE,Scrum-half,France XV v Italy,Marseille,1949-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
111,Sergio,Lanfranchi,1925-09-27,FALSE,"Parma, PR, Italy",FALSE,Back-row,France XV v Italy,Marseille,1949-03-27,21,21,0,36,4,3,6,0,0,7,14,0,0.3333333333333333,Italy
112,Piero,Marini,1923-07-29,FALSE,"Roma, RM, Italy",FALSE,Fly-half,France XV v Italy,Marseille,1949-03-27,7,7,0,9,1,3,0,0,0,4,3,0,0.5714285714285714,Italy
113,Umberto,Silvestri,1915-09-06,FALSE,"Roma, RM, Italy",FALSE,Lock,France XV v Italy,Marseille,1949-03-27,2,2,0,0,0,0,0,0,0,0,2,0,0,Italy
114,Mario,Turcato,1920-12-01,FALSE,"Lendinara, RO, Italy",FALSE,Prop,France XV v Italy,Marseille,1949-03-27,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
115,Angelo,Arrigoni,1923-02-16,FALSE,"Soresina, CR, Italy",FALSE,Wing,Czechia v Italy,Prague,1949-05-22,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
116,Giulio,Cherubini,1923-02-02,FALSE,"Roma, RM, Italy",FALSE,Flanker,Czechia v Italy,Prague,1949-05-22,2,2,0,3,1,0,0,0,0,1,1,0,0.5,Italy
117,Gianni del,Bono,1922-08-22,FALSE,"Parma, PR, Italy",FALSE,Wing,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
118,Paolo,Favaretto,1916-07-29,FALSE,"Padova, PD, Italy",FALSE,Hooker,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
119,Romildo,Gabanella,1922-11-02,FALSE,"Rovigo, RO, Italy",FALSE,Prop,Italy v Spain,Roma,1951-05-06,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy
120,Rodolfo,Giuliani,1928-04-07,FALSE,"Roma, RM, Italy",FALSE,No. 8,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
121,Fausto,Perrone,1924-11-20,FALSE,"L'Aquila, AQ, Italy",FALSE,Scrum-half,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
122,Leonardo,Riccioni,1929-12-05,FALSE,"Roma, RM, Italy",FALSE,Lock,Italy v Spain,Roma,1951-05-06,7,7,0,0,0,0,0,0,0,4,3,0,0.5714285714285714,Italy
123,Paolo,Dari,1928-12-19,FALSE,"Alfonsine, RO, Italy",FALSE,Lock,Italy v Spain,Roma,1951-05-06,8,7,1,19,3,2,2,0,0,6,2,0,0.75,Italy
124,Gianni,Aiolfi,1927-10-01,FALSE,"Parma, PR, Italy",FALSE,No. 8,Spain v Italy,Barcelona,1952-04-13,6,6,0,3,1,0,0,0,0,3,3,0,0.5,Italy
125,Aldo,Cecchetto-Milani,1922-05-01,FALSE,"Rovigo, RO, Italy",FALSE,Scrum-half,Spain v Italy,Barcelona,1952-04-13,3,3,0,8,0,1,2,0,0,2,1,0,0.6666666666666666,Italy
126,Lamberto de,Santis,1925-01-25,FALSE,"Roma, RM, Italy",FALSE,Hooker,Spain v Italy,Barcelona,1952-04-13,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
127,Giorgio,Fornari,1928-06-20,FALSE,"Parma, PR, Italy",FALSE,Prop,Spain v Italy,Barcelona,1952-04-13,16,16,0,3,1,0,0,0,0,10,6,0,0.625,Italy
128,Enzo,Gerosa,1929-03-13,FALSE,"Milano, MI, Italy",FALSE,Wing,Spain v Italy,Barcelona,1952-04-13,7,7,0,15,5,0,0,0,0,5,2,0,0.7142857142857143,Italy
129,Francis,Martinenghi,1929-02-09,FALSE,"Milano, MI, Italy",FALSE,Centre,Spain v Italy,Barcelona,1952-04-13,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy
130,Riccardo,Santopadre,1924-04-10,FALSE,"Macerata, MC, Italy",FALSE,Fly-half,Spain v Italy,Barcelona,1952-04-13,5,5,0,0,0,0,0,0,0,3,2,0,0.6,Italy
131,Luciano,Turcato,1924-12-14,FALSE,"Goito, MN, Italy",FALSE,Prop,Spain v Italy,Barcelona,1952-04-13,5,5,0,2,0,1,0,0,0,4,1,0,0.8,Italy
132,Carlo,Zucchi,1927-04-06,FALSE,"Milano, MI, Italy",FALSE,Centre,Spain v Italy,Barcelona,1952-04-13,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
133,Giorgio,Grasselli,1927-10-20,FALSE,"Roma, RM, Italy",FALSE,Prop,Italy v West Germany,Padova,1952-04-27,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
134,Mimmo,Mancini,1928-08-13,FALSE,"Parma, PR, Italy",FALSE,Hooker,Italy v West Germany,Padova,1952-04-27,12,12,0,3,1,0,0,0,0,7,5,0,0.5833333333333334,Italy
135,Emilio,Andina,1926-06-26,FALSE,"Pesaro, PU, Italy",FALSE,Centre,Italy v France,Milan,1952-05-17,2,2,0,0,0,0,0,0,0,0,2,0,0,Italy
136,Mario,Percudani,1931-01-14,FALSE,"Parma, PR, Italy",FALSE,No. 8,Italy v France,Milan,1952-05-17,9,9,0,9,3,0,0,0,0,5,4,0,0.5555555555555556,Italy
137,Giancarlo,Malosti,1928-10-28,FALSE,"Rovigo, RO, Italy",FALSE,Flanker,France v Italy,Lyon,1953-04-26,7,7,0,3,1,0,0,0,0,2,5,0,0.2857142857142857,Italy
138,Nando,Barbini,1932-04-27,FALSE,"Milano, MI, Italy",FALSE,Fullback,West Germany v Italy,Hanover,1953-05-17,13,13,0,19,2,2,3,0,0,10,3,0,0.7692307692307693,Italy
139,Romano,Bettarello,1930-05-16,FALSE,"Villadose, RO, Italy",FALSE,Centre,West Germany v Italy,Hanover,1953-05-17,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy
140,Gianfranco,Zanchi,1929-12-01,FALSE,Not Available,FALSE,No. 8,West Germany v Italy,Hanover,1953-05-17,5,5,0,0,0,0,0,0,0,5,0,0,1,Italy
141,Italo,Scodavolpe,1924-07-19,FALSE,"Pescara, PE, Italy",FALSE,Lock,Italy v Spain,Naples,1954-04-19,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy
142,Remo,Zanatta,1931-03-21,FALSE,"Treviso, TV, Italy",FALSE,Centre,Italy v Spain,Naples,1954-04-19,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy
143,Sergio,Silvestri,1930-01-14,FALSE,"Roma, RM, Italy",FALSE,Wing,Italy v France,Rome,1954-04-24,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy
