cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country
20,Henry,Turner,1850-01-23,FALSE,"Wartling, Sussex, UK",FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,England
21,Thomas,Batson,1846-05-18,FALSE,"Hentland, Hereford, UK",FALSE,Forward,England v Scotland,The Oval,1872-02-05,3,3,0,0,0,0,0,0,0,3,0,0,1,England
22,James,Body,1846-09-03,FALSE,"Tenterden, Kent, UK",FALSE,Forward,England v Scotland,The Oval,1872-02-05,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
23,James,Bush,1850-07-28,FALSE,"Cawnpore, India",FALSE,Forward,England v Scotland,The Oval,1872-02-05,5,5,0,0,0,0,0,0,0,3,0,2,0.6,England
24,Frederick,Currey,1849-05-03,FALSE,"Kent, UK",FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
25,Francis,d'Aguilar,1849-12-11,FALSE,"Meerut, Bengal, India",FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,1,0,0,0,0,1,0,0,1,England
26,Stephen,Finney,1852-09-08,FALSE,"Marylebone, UK",FALSE,Halfback,England v Scotland,The Oval,1872-02-05,2,2,0,0,1,0,0,0,0,1,0,1,0.5,England
27,Harold,Freeman,1850-01-15,FALSE,"Dursley, Glos, UK",FALSE,Three-quarters,England v Scotland,The Oval,1872-02-05,3,3,0,2,0,0,0,2,0,2,0,1,0.6666666666666666,England
28,Francis,Isherwood,1852-10-16,FALSE,"Berkshire, UK",FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,1,0,1,0,0,0,1,0,0,1,England
29,Frank,Luscombe,1849-11-23,FALSE,"Norwood, Surrey, UK",FALSE,Forward,England v Scotland,The Oval,1872-02-05,6,6,0,0,0,0,0,0,0,4,0,2,0.6666666666666666,England
30,James,Mackinlay,1850-12-17,FALSE,"Guildford, UK",FALSE,Forward,England v Scotland,The Oval,1872-02-05,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,England
31,Frederick,Mills,1849-05-05,FALSE,"Chertsey, UK",FALSE,Fullback,England v Scotland,The Oval,1872-02-05,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
32,William,Moberly,1850-11-14,FALSE,"Shoreham-by-Sea, Sx, UK",FALSE,Fullback,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
33,Nipper,Pinching,1851-03-24,FALSE,"Gravesend, UK",FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
34,Percy,Wilkinson,1847-12-16,FALSE,"Hampstead, UK",FALSE,Halfback,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
35,Cecil,Boyle,1853-03-16,FALSE,"St Georges Hospital,, UK",FALSE,Halfback,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England
36,Ernest,Cheston,1848-10-24,FALSE,"Hackney, UK",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,5,5,0,0,1,0,0,0,0,3,0,2,0.6,England
37,William,Fletcher,1851-12-10,FALSE,"Kensington, UK",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,2,2,0,0,0,0,0,0,0,0,0,2,0,England
38,Henry,Lawrence,1848-03-17,FALSE,"Lahore, India",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,4,4,0,0,0,0,0,0,0,2,0,2,0.5,England
39,Henry,Marsh,1850-09-08,FALSE,Not Available,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England
40,Murray,Marshall,1852-10-07,FALSE,"Goldalming, UK",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,10,10,0,0,0,0,0,0,0,6,1,3,0.6,England
41,Sydney,Morse,1854-06-01,FALSE,"Birmingham, UK",FALSE,Fullback,Scotland v England,Glasgow,1873-03-03,3,3,0,0,0,0,0,0,0,1,0,2,0.3333333333333333,England
42,Cyril,Rickards,1854-01-11,FALSE,"Jeypon, UK",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England
43,Ernest,Still,1852-07-14,FALSE,"Epsom, UK",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England
44,Charles,Vanderspar,1853-07-01,FALSE,"Kandy, Ceylon",FALSE,Fullback,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England
45,John,Batten,1853-02-28,FALSE,"Almora, Kumaon, UK",FALSE,Fullback,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England
46,Marshall,Brooks,1855-05-30,FALSE,"Haslingden, Lancs, UK",FALSE,Fullback,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England
47,Henry,Bryden,1854-05-03,FALSE,"Banbury, UK",FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England
48,William,Collins,1853-10-14,FALSE,Monghyr,FALSE,Halfback,England v Scotland,The Oval,1874-02-23,5,5,0,0,1,0,0,0,0,4,0,1,0.8,England
49,Charles,Crosse,1854-06-13,FALSE,"Bushey, Herts, UK",FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,2,0,0,1,England
50,Foster,Cunliffe,1854-04-20,FALSE,"Llanfyllin, UK",FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England
51,James,Genth,1849-07-17,FALSE,"Ardwick, Manchester, UK",FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
52,Edward,Kewley,1852-06-20,FALSE,"Eton, Bucks, UK",FALSE,Forward,England v Scotland,The Oval,1874-02-23,7,7,0,0,1,0,0,0,0,4,1,2,0.5714285714285714,England
53,William,Milton,1854-12-03,FALSE,"Lt.Marlow, Bucks, UK",FALSE,Three-quarters,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,2,0,0,1,England
54,Sidney,Parker,1852-10-03,FALSE,"Shirburn Castle, Oxon, UK",FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
55,William,Stafford,1854-12-19,FALSE,Not Available,FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England
56,Roger,Walker,1846-09-18,FALSE,"Bury, UK",FALSE,Forward,England v Scotland,The Oval,1874-02-23,5,5,0,0,0,0,0,0,0,4,0,1,0.8,England
57,Frank,Adams,1852-09-14,FALSE,"Newcastle-upon-Tyne, UK",FALSE,Forward,England v Ireland,The Oval,1875-02-15,7,7,0,0,2,0,0,0,0,4,0,3,0.5714285714285714,England
58,Edward,Fraser,1853-04-02,FALSE,"Burnside, UK",FALSE,Forward,England v Ireland,The Oval,1875-02-15,1,1,0,0,0,0,0,0,0,1,0,0,1,England
59,Harry,Graham,1853-08-12,FALSE,"Wimbledon, UK",FALSE,Forward,England v Ireland,The Oval,1875-02-15,4,4,0,0,0,0,0,0,0,3,0,1,0.75,England
60,William,Hutchinson,1849-10-31,FALSE,"Sculcoates, UK",FALSE,Forward,England v Ireland,The Oval,1875-02-15,2,2,0,0,0,0,0,0,0,2,0,0,1,England
61,Arthur,Michell,1852-09-16,FALSE,"Headington, UK",FALSE,Halfback,England v Ireland,The Oval,1875-02-15,3,3,0,0,1,0,0,0,0,2,0,1,0.6666666666666666,England
62,Edward,Nash,1853-12-20,FALSE,"Eton, UK",FALSE,Halfback,England v Ireland,The Oval,1875-02-15,1,1,0,1,0,0,0,1,0,1,0,0,1,England
63,Alec,Pearson,1853-11-30,FALSE,"Mount Ridley, VIC, Australia",FALSE,Fullback,England v Ireland,The Oval,1875-02-15,7,7,0,4,0,4,0,0,0,4,1,2,0.5714285714285714,England
64,Edward,Perrott,1851-09-16,FALSE,"Llanfyllin, UK",FALSE,Forward,England v Ireland,The Oval,1875-02-15,1,1,0,0,0,0,0,0,0,1,0,0,1,England
65,Lennard,Stokes,1856-02-12,FALSE,"Greenwich, UK",FALSE,Three-quarters,England v Ireland,The Oval,1875-02-15,12,12,0,19,0,17,0,2,0,8,1,3,0.6666666666666666,England
66,Louis,Birkett,1853-01-01,FALSE,"St Saviour, UK",FALSE,Fullback,Scotland v England,Edinburgh,1875-03-08,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
67,Wyndham,Evanson,NA,NA,"Llansoy, UK",FALSE,Halfback,Scotland v England,Edinburgh,1875-03-08,5,5,0,0,1,0,0,0,0,1,1,3,0.2,England
68,Josiah,Paul,1853-05-24,FALSE,"Tetbury, Glos, UK",FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,England
69,Jeaffreson,Brewer,NA,NA,"Ebbw Vale, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England
70,Charles,Bryden,1852-06-16,FALSE,"Banbury, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England
71,Mark,Bulteel,1849-09-29,FALSE,"Liverpool, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England
72,Charles,Clark,1857-03-19,FALSE,"W Derby, UK",FALSE,Halfback,Ireland v England,Dublin,1875-12-13,1,1,0,0,1,0,0,0,0,1,0,0,1,England
73,John,Graham,NA,NA,"Wimbledon, Surrey, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England
74,Walter,Greg,1851-02-14,FALSE,"Macclesfield, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,2,0,0,1,England
75,Charles,Gunner,1853-01-07,FALSE,"Bishops Waltham, UK",FALSE,Three-quarters,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England
76,Spencer,Login,1851-09-24,FALSE,"Futleghur, Punjab, India",FALSE,Fullback,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England
77,Ernest,Marriott,1857-01-15,FALSE,"Salford, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England
78,Edward,Turner,1854-09-01,TRUE,"Epping, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,3,3,0,0,1,0,0,0,0,3,0,0,1,England
79,Courteney,Verelst,1855-11-16,FALSE,"Wirral, UK",FALSE,Forward,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,2,0,0,1,England
80,Arthur,Heath,1856-05-29,FALSE,"Newcastle-under-Lyme, UK",FALSE,Fullback,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England
81,William,Hunt,1854-05-11,FALSE,"Preston, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,4,4,0,0,0,0,0,0,0,3,1,0,0.75,England
82,William,Hutchinson,1856-01-01,TRUE,"Charlton, UK",FALSE,Halfback,England v Scotland,The Oval,1876-03-06,2,2,0,0,2,0,0,0,0,2,0,0,1,England
83,Frederic,Lee,1855-09-14,FALSE,"Chelsea, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,2,2,0,0,1,0,0,0,0,2,0,0,1,England
84,William,Rawlinson,1855-12-17,FALSE,"Bury St Edmunds, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England
85,Thomas,Tetley,1856-04-12,FALSE,"Bradford, UK",FALSE,Three-quarters,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England
86,George,Turner,1855-10-22,FALSE,"Essex, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England
87,Henry,Fowler,NA,NA,"Watford, Herts, UK",FALSE,Forward,England v Ireland,The Oval,1877-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
88,Gillie,Harrison,1858-06-13,FALSE,"Cottingham, UK",FALSE,Forward,England v Ireland,The Oval,1877-02-05,7,7,0,0,0,0,0,0,0,5,1,1,0.7142857142857143,England
89,Monkey,Hornby,1847-02-10,FALSE,"Blackburn, UK",FALSE,Fullback,England v Ireland,The Oval,1877-02-05,9,9,0,0,1,0,0,0,0,4,2,3,0.4444444444444444,England
90,Petley,Price,1856-04-25,FALSE,"Poona, India",FALSE,Halfback,England v Ireland,The Oval,1877-02-05,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
91,Charles,Touzel,NA,NA,"Wirral, Cheshire, UK",FALSE,Forward,England v Ireland,The Oval,1877-02-05,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England
92,Harry,Garnett,1851-09-16,FALSE,"Otley, Yorks, UK",FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England
93,Archibald,Law,1853-02-02,FALSE,"Nice, France",FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England
94,Robert,Todd,1847-04-01,TRUE,"Bury, UK",FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England
95,John,Biggs,1855-10-25,FALSE,"Reading, UK",FALSE,Forward,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
96,Frank,Fowler,1855-08-16,FALSE,"Newbury, UK",FALSE,No. 8,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,0,0,2,0,England
97,Howard,Fowler,1857-10-20,FALSE,"Tottenham, UK",FALSE,Forward,England v Scotland,The Oval,1878-03-04,3,3,0,0,0,0,0,0,0,1,0,2,0.3333333333333333,England
98,Temple,Gurdon,1854-01-25,FALSE,"Barnham Broom, Norflk, UK",FALSE,Forward,England v Scotland,The Oval,1878-03-04,16,16,0,0,1,0,0,0,0,12,1,3,0.75,England
99,Henry,Kayll,1855-07-16,FALSE,"Sunderland, UK",FALSE,Fullback,England v Scotland,The Oval,1878-03-04,1,1,0,0,0,0,0,0,0,0,0,1,0,England
100,George,Thomson,1856-11-26,FALSE,"Skircoat, Yorks, UK",FALSE,Forward,England v Scotland,The Oval,1878-03-04,9,9,0,0,1,0,0,0,0,6,1,2,0.6666666666666666,England
101,George,Vernon,1856-06-20,FALSE,"Marylebone, London, UK",FALSE,Forward,England v Scotland,The Oval,1878-03-04,5,5,0,0,0,0,0,0,0,4,0,1,0.8,England
102,John,Bell,1853-04-19,FALSE,"North Elswick, UK",FALSE,Halfback,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England
103,Thomas,Blatherwick,1855-12-25,FALSE,"Quebec, Canada",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England
104,Jimmy,Budd,1853-10-14,FALSE,"Bristol, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,5,5,0,0,1,0,0,0,0,3,0,2,0.6,England
105,Ernest,Dawson,1858-05-10,FALSE,"Charlottetown, PEI, Canada",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England
106,Henry,Enthoven,1855-03-16,FALSE,"Liverpool, UK",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England
107,Herbert,Gardner,1854-12-04,FALSE,"Cawnpore, India",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,1,0,0,0,0,1,0,0,1,England
108,Allan,Jackson,1858-08-12,FALSE,"Spanish Town, UK",FALSE,Halfback,Ireland v England,Lansdowne Road,1878-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,England
109,William,Penny,NA,NA,"Langport, UK",FALSE,Fullback,Ireland v England,Lansdowne Road,1878-03-11,3,3,0,0,1,0,0,0,0,2,0,1,0.6666666666666666,England
110,George,Burton,1855-08-29,FALSE,"Blackheath, UK",FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,6,6,0,0,6,0,0,0,0,4,0,2,0.6666666666666666,England
111,Harry,Huth,1856-02-14,FALSE,"Huddersfield, UK",FALSE,Fullback,Scotland v England,Edinburgh,1879-03-10,1,1,0,0,0,0,0,0,0,0,0,1,0,England
112,Norman,McLeod,1856-06-30,FALSE,"Madras, India",FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
113,Stuart,Neame,1856-06-15,FALSE,"Preston FavershaKent, UK",FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,4,4,0,0,0,0,0,0,0,3,0,1,0.75,England
114,Hugh,Rowley,1858-04-27,FALSE,"Chorlton-upon-Medloc, UK",FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,9,9,0,0,3,0,0,0,0,5,1,3,0.5555555555555556,England
115,Henry,Springmann,NA,NA,"W Derby, UK",FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,2,2,0,0,0,0,0,0,0,0,0,2,0,England
116,Henry,Taylor,1858-09-21,FALSE,"Greenwich, UK",FALSE,Halfback,Scotland v England,Edinburgh,1879-03-10,5,5,0,0,6,0,0,0,0,3,1,1,0.6,England
117,Harold,Bateson,1855-05-02,FALSE,"Liverpool, UK",FALSE,Forward,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,1,0,0,1,England
118,William,Openshaw,1852-02-05,FALSE,"Cape Town, South Africa",FALSE,Halfback,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,1,0,0,1,England
119,Henry,Twynam,1853-02-14,FALSE,"Bishopsgate, Hants, UK",FALSE,Halfback,England v Ireland,The Oval,1879-03-24,8,8,0,0,4,0,0,0,0,7,0,1,0.875,England
120,Sidney,Ellis,1859-03-13,FALSE,"Lewisham, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,1,0,0,0,0,1,0,0,1,England
121,Thomas,Fry,1858-09-15,FALSE,"Greenwich, UK",FALSE,Fullback,Ireland v England,Lansdowne Road,1880-02-02,3,3,0,0,1,0,0,0,0,3,0,0,1,England
122,Charles,Gurdon,1855-12-03,FALSE,"Forehoe, Norfolk, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,14,14,0,0,0,0,0,0,0,10,1,3,0.7142857142857143,England
123,Robert,Hunt,1856-01-21,FALSE,"Preston, UK",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1880-02-02,4,4,0,2,2,1,0,1,0,2,0,2,0.5,England
124,Barron,Kilner,1852-10-11,FALSE,"Thornhill Leer, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,0,0,0,0,0,1,0,0,1,England
125,Ellis,Markendale,1856-11-11,FALSE,"Salford, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,1,0,0,0,0,1,0,0,1,England
126,John,Schofield,1858-03-10,FALSE,"Stretford, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,0,0,0,0,0,1,0,0,1,England
127,Ernie,Woodhead,1857-02-02,FALSE,"Huddersfield, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,0,0,0,0,0,1,0,0,1,England
128,Charles,Coates,1857-05-04,FALSE,"Lambeth, UK",FALSE,Forward,England v Scotland,Manchester,1880-02-28,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
129,Richard,Finch,NA,NA,"Kensington, UK",FALSE,Halfback,England v Scotland,Manchester,1880-02-28,1,1,0,0,0,0,0,0,0,1,0,0,1,England
130,Charles,Phillips,1857-08-14,FALSE,Not Available,FALSE,Forward,England v Scotland,Manchester,1880-02-28,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,England
131,Charles,Sawyer,1856-03-20,FALSE,"Rusholme, Manchester, UK",FALSE,Three-quarters,England v Scotland,Manchester,1880-02-28,2,2,0,0,1,0,0,0,0,2,0,0,1,England
132,Charles,Fernandes,1857-04-03,FALSE,"Wakefield, UK",FALSE,Forward,England v Ireland,Manchester,1881-02-05,3,3,0,0,1,0,0,0,0,2,0,1,0.6666666666666666,England
133,Walter,Hewitt,NA,NA,"Deptford, Kent, UK",FALSE,Forward,England v Ireland,Manchester,1881-02-05,4,4,0,0,0,0,0,0,0,2,0,2,0.5,England
134,John,Ravenscroft,1856-06-11,FALSE,"Wirral, UK",FALSE,Forward,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
135,Ryder,Richardson,1861-09-13,FALSE,"Chorlton, UK",FALSE,Halfback,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
136,James,Ward,1858-04-24,FALSE,"Staines, UK",FALSE,Forward,England v Ireland,Manchester,1881-02-05,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
137,Harry,Vassall,1860-10-22,FALSE,"Tadcaster, UK",FALSE,Forward,England v Wales,Blackheath,1881-02-19,5,5,0,0,3,0,0,0,0,2,1,2,0.4,England
138,Charles,Wilson,1859-05-12,FALSE,"Roydon, Norfolk, UK",FALSE,Forward,England v Wales,Blackheath,1881-02-19,1,1,0,0,0,0,0,0,0,1,0,0,1,England
139,Frank,Wright,1862-07-02,FALSE,"Leigh, UK",FALSE,Halfback,Scotland v England,Edinburgh,1881-03-19,1,1,0,0,0,0,0,0,0,0,0,1,0,England
140,Teddy,Beswick,NA,NA,"Penrith, UK",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1882-02-06,2,2,0,0,0,0,0,0,0,0,1,1,0,England
141,Wilfred,Bolton,1862-09-14,FALSE,"Worthing, Sx, UK",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1882-02-06,11,11,0,2,6,2,0,0,0,7,2,2,0.6363636363636364,England
142,Herbert,Fuller,1856-10-04,FALSE,"Bath, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,6,6,0,0,0,0,0,0,0,4,1,1,0.6666666666666666,England
143,James,Hunt,1858-02-14,FALSE,"Longton, Preston, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
144,Bernard,Middleton,1858-12-25,FALSE,"Whitehaven, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
145,Aubrey,Spurling,1856-07-19,FALSE,"Camberwell, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,1,1,0,0,0,0,0,0,0,0,0,1,0,England
146,Philip,Newton,1860-04-11,FALSE,"Brentford, UK",FALSE,Forward,England v Scotland,Manchester,1882-03-04,1,1,0,0,0,0,0,0,0,0,1,0,0,England
147,John,Payne,1858-03-19,FALSE,"Broughton, Lancs, UK",FALSE,Halfback,England v Scotland,Manchester,1882-03-04,7,7,0,1,0,1,0,0,0,6,1,0,0.8571428571428571,England
148,William,Tatham,1862-07-30,FALSE,"Walsingham, UK",FALSE,Forward,England v Scotland,Manchester,1882-03-04,7,7,0,0,1,0,0,0,0,6,1,0,0.8571428571428571,England
