cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country
49,Allan,Arthur,1857-04-03,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland
50,Malcolm,Cross,1856-06-15,FALSE,"Glasgow, UK",FALSE,Three-quarters,Scotland v England,Edinburgh,1875-03-08,9,9,0,9,0,7,0,2,0,4,2,3,0.4444444444444444,Scotland
51,James,Dunlop,1854-10-16,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland
52,Alec,Finlay,1854-04-21,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland
53,Ninian,Finlay,1858-01-31,FALSE,"Edinburgh, UK",FALSE,Three-quarters,Scotland v England,Edinburgh,1875-03-08,9,9,0,3,0,0,0,3,0,2,3,4,0.2222222222222222,Scotland
54,George,Fleming,1850-08-05,FALSE,"Cathcart, Renfrew, UK",FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland
55,John,Gordon,1849-11-09,FALSE,"Clerkenwell, UK",FALSE,Halfback,Scotland v England,Edinburgh,1875-03-08,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,Scotland
56,Arthur,Marshall,1855-04-27,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland
57,Duncan,Robertson,1851-06-30,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland
58,William,Bolton,1851-03-15,FALSE,"Stirling, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland
59,Nat,Brewis,1856-04-16,FALSE,"Eshott Hall, Nthb, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,6,6,0,0,0,0,0,0,0,2,2,2,0.3333333333333333,Scotland
60,James,Carrick,1855-09-04,FALSE,"Blythswood, Glasgow, UK",FALSE,Fullback,England v Scotland,The Oval,1876-03-06,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland
61,Gussie,Graham,1856-04-16,FALSE,"Middlebie, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,10,10,0,0,1,0,0,0,0,4,3,3,0.4,Scotland
62,John,Junor,1855-11-04,FALSE,"Milton, Glasgow, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,6,6,0,0,0,0,0,0,0,2,2,2,0.3333333333333333,Scotland
63,David,Lang,1852-08-16,FALSE,"Paisley, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland
64,George,Paterson,1855-03-05,FALSE,"Bangalore, India",FALSE,Halfback,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland
65,Charles,Villar,NA,NA,"Cheltenham, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Scotland
66,David,Watson,1854-01-07,FALSE,"Glasgow, UK",FALSE,Forward,England v Scotland,The Oval,1876-03-06,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Scotland
67,Henry,Johnston,1856-09-13,FALSE,"Kirkwall, UK",FALSE,Fullback,Ireland v Scotland,Belfast,1877-02-19,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland
68,Robert,Mackenzie,1856-01-12,FALSE,"Glasgow, UK",FALSE,Three-quarters,Ireland v Scotland,Belfast,1877-02-19,4,4,0,2,3,0,0,2,0,2,1,1,0.5,Scotland
69,Henry,Napier,1854-05-02,FALSE,"Glasgow, UK",FALSE,Forward,Ireland v Scotland,Belfast,1877-02-19,5,5,0,0,0,0,0,0,0,3,0,2,0.6,Scotland
70,Edward,Pocock,1855-12-03,FALSE,"Clifton, UK",FALSE,Three-quarters,Ireland v Scotland,Belfast,1877-02-19,2,2,0,0,1,0,0,0,0,2,0,0,1,Scotland
71,Stewart,Smith,1855-04-12,FALSE,"Blythswood, Glasgow, UK",FALSE,Forward,Ireland v Scotland,Belfast,1877-02-19,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland
72,Thomas,Torrie,1857-04-13,FALSE,"Edinburgh, UK",FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland
73,Louis,Auldjo,1855-11-06,FALSE,"Cawnpore, India",FALSE,Forward,England v Scotland,The Oval,1878-03-04,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland
74,James,Campbell,1858-01-01,FALSE,"Lake Athabasca, AB, Canada",FALSE,Halfback,England v Scotland,The Oval,1878-03-04,5,5,0,0,0,0,0,0,0,1,1,3,0.2,Scotland
75,Duncan,Irvine,1851-04-02,FALSE,"Perthshire, UK",FALSE,Forward,England v Scotland,The Oval,1878-03-04,3,3,0,0,0,0,0,0,0,1,0,2,0.3333333333333333,Scotland
76,Bill,Maclagan,1858-04-05,FALSE,"Edinburgh, UK",FALSE,Three-quarters,England v Scotland,The Oval,1878-03-04,29,29,0,3,4,4,0,0,0,18,6,5,0.6206896551724138,Scotland
77,George,MacLeod,1858-05-06,FALSE,"Midlothian, UK",FALSE,Forward,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland
78,John,Neilson,1858-06-14,FALSE,"Glasgow, UK",FALSE,Halfback,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,0,0,2,0,Scotland
79,Bob,Ainslie,1858-01-30,FALSE,Lasswade,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,7,7,0,0,3,0,0,0,0,4,1,2,0.5714285714285714,Scotland
80,John,Brown,1856-05-26,FALSE,"Glasgow, UK",FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,19,19,0,0,2,0,0,0,0,12,4,3,0.631578947368421,Scotland
81,William,Masters,1858-06-25,FALSE,"Edinburgh, UK",FALSE,Halfback,Ireland v Scotland,Belfast,1879-02-17,3,3,0,0,1,0,0,0,0,2,1,0,0.6666666666666666,Scotland
82,Errol,Smith,1860-01-01,TRUE,"Edinburgh, UK",FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland
83,David,Somerville,1856-08-06,FALSE,"Leith, UK",FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,6,6,0,0,2,0,0,0,0,5,1,0,0.8333333333333334,Scotland
84,Edward,Ewart,1860-08-02,FALSE,"Moffat, UK",FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,3,3,0,0,2,0,0,0,0,1,1,1,0.3333333333333333,Scotland
85,William,Brown,1860-06-02,FALSE,"Glasgow, UK",FALSE,Halfback,Scotland v Ireland,Glasgow,1880-02-14,6,6,0,0,2,0,0,0,0,4,2,0,0.6666666666666666,Scotland
86,David,McCowan,1860-12-08,FALSE,"Ayr, UK",FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,10,10,0,0,1,0,0,0,0,5,4,1,0.5,Scotland
87,Charles,Stewart,1860-05-08,FALSE,"Glasgow, UK",FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland
88,Jack,Tait,1861-08-24,FALSE,"Edinburgh, UK",FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland
89,David,Cassels,1859-03-04,FALSE,"Shettleston, UK",FALSE,Forward,England v Scotland,Manchester,1880-02-28,7,7,0,0,0,0,0,0,0,4,3,0,0.5714285714285714,Scotland
90,Bryce,Allan,1859-03-01,FALSE,"Glasgow, UK",FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland
91,Thomas,Begbie,1862-08-01,FALSE,"Dirleton, E Lothian, UK",FALSE,Fullback,Ireland v Scotland,Belfast,1881-02-19,2,2,0,1,0,1,0,0,0,0,1,1,0,Scotland
92,Charlie,Reid,1864-01-14,FALSE,"Lochwinnoch, UK",FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,21,21,0,0,4,0,0,0,0,13,4,4,0.6190476190476191,Scotland
93,George,Robb,1858-09-24,FALSE,"Glasgow, UK",FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland
94,Pat,Smeaton,1857-11-12,FALSE,"Kincardine, UK",FALSE,Halfback,Ireland v Scotland,Belfast,1881-02-19,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,Scotland
95,Archibald,Walker,1858-06-29,FALSE,"Glasgow, UK",FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,5,5,0,0,0,0,0,0,0,3,2,0,0.6,Scotland
96,Tom,Ainslie,1860-12-18,FALSE,Lasswade,FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,12,12,0,0,1,0,0,0,0,8,2,2,0.6666666666666666,Scotland
97,James,Fraser,1859-05-30,FALSE,"Sculcoates, Hull, UK",FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland
98,Robert,Maitland,1862-01-07,FALSE,"Alloa, UK",FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,5,5,0,0,0,0,0,0,0,3,0,2,0.6,Scotland
99,William,Peterkin,1857-12-31,FALSE,"Edinburgh, UK",FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,8,8,0,0,2,0,0,0,0,5,1,2,0.625,Scotland
100,Bunny,Wauchope,1861-04-29,FALSE,"Bridgeton, Glasgow, UK",FALSE,Halfback,Scotland v England,Edinburgh,1881-03-19,13,13,0,0,6,0,0,0,0,9,1,3,0.6923076923076923,Scotland
101,Tom,Anderson,1863-05-17,FALSE,"Ledcamerock, UK",FALSE,Fullback,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland
102,Fraser,Gore,1857-07-10,FALSE,Not Available,FALSE,Forward,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland
103,Augustus,Grant-Asher,1861-12-18,FALSE,"Poona, India",FALSE,Halfback,Scotland v Ireland,Glasgow,1882-02-18,7,7,0,2,1,0,0,2,0,4,1,2,0.5714285714285714,Scotland
104,Frank,Hunter,1858-07-26,FALSE,Not Available,FALSE,Three-quarters,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland
105,Andrew,Philp,1859-06-05,FALSE,"Edinburgh, UK",FALSE,Three-quarters,England v Scotland,Manchester,1882-03-04,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland
106,James,Veitch,1862-09-16,FALSE,"Penicuik, UK",FALSE,Fullback,England v Scotland,Manchester,1882-03-04,8,8,0,1,0,1,0,0,0,6,1,1,0.75,Scotland
107,James,Walker,1859-10-09,FALSE,"Tradeston, Glasgow, UK",FALSE,Forward,England v Scotland,Manchester,1882-03-04,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland
108,Andrew,Walls,1859-12-29,FALSE,"Glasgow, UK",FALSE,Forward,England v Scotland,Manchester,1882-03-04,10,10,0,0,0,0,0,0,0,7,2,1,0.7,Scotland
109,John,Jamieson,NA,NA,Not Available,FALSE,Forward,Scotland v Wales,Edinburgh,1883-01-08,9,9,0,0,2,0,0,0,0,6,2,1,0.6666666666666666,Scotland
110,David,Kidston,1859-10-02,FALSE,"Blythswood, Glasgow, UK",FALSE,Fullback,Scotland v Wales,Edinburgh,1883-01-08,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland
111,David,McFarlan,1862-10-03,FALSE,"Meerut, India",FALSE,Three-quarters,Scotland v Wales,Edinburgh,1883-01-08,8,8,0,3,4,3,0,0,0,7,1,0,0.875,Scotland
112,John,Mowat,1859-01-22,FALSE,"Glasgow, UK",FALSE,Forward,Scotland v Wales,Edinburgh,1883-01-08,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland
113,George,Aitchison,1864-10-19,FALSE,"St Giles, Edinburgh, UK",FALSE,Halfback,Ireland v Scotland,Belfast,1883-02-17,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland
114,Marshall,Reid,1864-08-03,FALSE,"Partick, UK",FALSE,Three-quarters,Ireland v Scotland,Belfast,1883-02-17,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland
115,George,Lindsay,1863-01-03,FALSE,Not Available,FALSE,Three-quarters,Wales v Scotland,Newport,1884-01-12,4,4,0,0,5,0,0,0,0,3,0,1,0.75,Scotland
116,John,Tod,1862-10-09,FALSE,"Crieff, Perth, UK",FALSE,Forward,Wales v Scotland,Newport,1884-01-12,9,9,0,0,2,0,0,0,0,6,1,2,0.6666666666666666,Scotland
117,Charles,Berry,1863-09-06,FALSE,"Leuchars, Fife, UK",FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,9,9,0,7,0,6,0,0,1,5,2,2,0.5555555555555556,Scotland
118,Ernest,Roland,1865-01-28,FALSE,"St Andrew, Edinburgh, UK",FALSE,Three-quarters,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland
119,Pat,Harrower,1863-01-19,FALSE,"Broughty Ferry, UK",FALSE,Fullback,Scotland v Wales,Glasgow,1885-01-10,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland
120,Gardy,Maitland,1865-12-07,FALSE,"Alloa, UK",FALSE,Three-quarters,Scotland v Wales,Glasgow,1885-01-10,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland
121,Gordon,Mitchell,1865-05-26,FALSE,"Hamilton, NZ",FALSE,Forward,Scotland v Wales,Glasgow,1885-01-10,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,Scotland
122,Alexander,Stephen,1861-07-21,FALSE,"Anderston, Glasgow, UK",FALSE,Three-quarters,Scotland v Wales,Glasgow,1885-01-10,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland
123,Henry,Evans,1859-12-14,FALSE,"Clifton, UK",FALSE,Three-quarters,Ireland v Scotland,Belfast,1885-02-21,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland
124,Walter,Irvine,1865-10-21,FALSE,"Garroch, Aberdeenshre, UK",FALSE,Forward,Ireland v Scotland,Belfast,1885-02-21,11,11,0,0,0,0,0,0,0,8,1,2,0.7272727272727273,Scotland
125,Patrick,Wauchope,1863-05-01,FALSE,"Newton, Midlothian, UK",FALSE,Halfback,Ireland v Scotland,Belfast,1885-02-21,6,6,0,0,1,0,0,0,0,5,0,1,0.8333333333333334,Scotland
126,Alexander,Clay,1863-09-27,FALSE,"Kelso, UK",FALSE,Forward,Wales v Scotland,Cardiff,1886-01-09,7,7,0,0,1,0,0,0,0,4,1,2,0.5714285714285714,Scotland
127,J.,French,NA,NA,Not Available,FALSE,Forward,Wales v Scotland,Cardiff,1886-01-09,4,4,0,0,0,0,0,0,0,3,0,1,0.75,Scotland
128,William,Holms,1866-08-27,FALSE,"Thox, UK",FALSE,Three-quarters,Wales v Scotland,Cardiff,1886-01-09,6,6,0,0,0,0,0,0,0,4,0,2,0.6666666666666666,Scotland
129,Flowerdew,McIndoe,1865-02-14,FALSE,"Hamilton, NZ",FALSE,Fullback,Wales v Scotland,Cardiff,1886-01-09,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland
130,William,MacLeod,1861-06-15,FALSE,"Glasgow, UK",FALSE,Forward,Wales v Scotland,Cardiff,1886-01-09,2,2,0,2,0,2,0,0,0,2,0,0,1,Scotland
131,Charles,Milne,1864-05-15,FALSE,"Kingston, UK",FALSE,Forward,Wales v Scotland,Cardiff,1886-01-09,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,Scotland
132,Reggie,Morrison,1864-03-24,FALSE,"Geelong, VIC, Australia",FALSE,Three-quarters,Wales v Scotland,Cardiff,1886-01-09,3,3,0,0,2,0,0,0,0,2,0,1,0.6666666666666666,Scotland
133,Duncan,MacLeod,1866-06-12,FALSE,"Dunse, Berwick, UK",FALSE,Forward,Scotland v Ireland,Edinburgh,1886-02-20,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland
134,Matthew,McEwan,1865-10-05,FALSE,"Ayr, UK",FALSE,Forward,Scotland v England,Edinburgh,1886-03-13,15,15,0,7,2,2,0,1,0,10,3,2,0.6666666666666666,Scotland
135,George,Wilson,1866-10-12,FALSE,Not Available,FALSE,Three-quarters,Scotland v England,Edinburgh,1886-03-13,5,5,0,0,0,0,0,0,0,3,1,1,0.6,Scotland
136,Hugh,Ker,1865-06-23,FALSE,"Partick, UK",FALSE,Forward,Ireland v Scotland,Belfast,1887-02-19,7,7,0,0,1,0,0,0,0,5,1,1,0.7142857142857143,Scotland
137,Judy,MacMillan,1865-04-03,FALSE,"Edinburgh, UK",FALSE,Forward,Ireland v Scotland,Belfast,1887-02-19,24,24,0,0,1,0,0,0,0,17,6,1,0.7083333333333334,Scotland
138,David,Morton,1861-07-23,FALSE,"Glasgow, UK",FALSE,Forward,Ireland v Scotland,Belfast,1887-02-19,9,9,0,0,3,0,0,0,0,6,2,1,0.6666666666666666,Scotland
139,Charles,Orr,1866-11-21,FALSE,"Neilston, UK",FALSE,Halfback,Ireland v Scotland,Belfast,1887-02-19,16,16,0,1,3,0,0,0,0,12,3,1,0.75,Scotland
140,Alexander,Woodrow,1867-11-13,FALSE,"Glasgow, UK",FALSE,Three-quarters,Ireland v Scotland,Belfast,1887-02-19,3,3,0,2,0,2,0,0,0,2,0,1,0.6666666666666666,Scotland
141,Alec,Cameron,1866-03-03,FALSE,"Oban, UK",FALSE,Fullback,Scotland v Wales,Edinburgh,1887-02-26,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,Scotland
142,Henry,Chambers,1865-05-22,FALSE,"Victoria, UK",FALSE,Fullback,Wales v Scotland,Newport,1888-02-04,4,4,0,0,0,0,0,0,0,3,1,0,0.75,Scotland
