cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country,lon,lat
25,Leandro,Tagliabue,1909-01-01,TRUE,Not Available,FALSE,Prop,Italy v Spain,Milan,1930-05-29,7,6,1,0,0,0,0,0,0,4,2,1,0.5714285714285714,Italy,-122.2636808,37.8009514
26,Ivan,Aloisio,1912-12-26,FALSE,"Genova, GE",FALSE,No. 8,Italy v Czechia,Milan,1933-02-12,7,7,0,7,1,2,0,0,0,5,1,1,0.7142857142857143,Italy,8.946256,44.4056499
27,Aurelio,Cazzini,1908-03-26,FALSE,"Gaggiano, MI",FALSE,Wing,Italy v Czechia,Milan,1933-02-12,15,15,0,12,4,0,0,0,0,9,4,2,0.6,Italy,9.0419703,45.4053085
28,Felice,Colombo,1905-10-08,FALSE,"Milano, MI",FALSE,Lock,Italy v Czechia,Milan,1933-02-12,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,9.189982,45.464203500000004
29,Alberto,Crespi,1906-01-01,TRUE,Not Available,FALSE,Lock,Italy v Czechia,Milan,1933-02-12,6,6,0,0,0,0,0,0,0,4,1,1,0.6666666666666666,Italy,-122.2636808,37.8009514
30,Giuseppe,Gattoni,1908-01-01,TRUE,Not Available,FALSE,Centre,Italy v Czechia,Milan,1933-02-12,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy,-122.2636808,37.8009514
31,Renzo,Maffioli,1908-01-10,FALSE,"Milano, MI",FALSE,Centre,Italy v Czechia,Milan,1933-02-12,11,11,0,10,2,0,0,1,0,7,2,2,0.6363636363636364,Italy,9.189982,45.464203500000004
32,Umberto,Moretti,1912-09-15,FALSE,"Milano, MI",FALSE,Scrum-half,Italy v Czechia,Milan,1933-02-12,7,6,1,0,0,0,0,0,0,5,1,1,0.7142857142857143,Italy,9.189982,45.464203500000004
33,Fernando,di Tozzi,1911-06-23,FALSE,"Napoli, NA",FALSE,"
",Italy v Czechia,Milan,1933-02-12,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy,14.26812,40.8517983
34,Fernando,Trebbi,1909-03-24,FALSE,"Bologna, BO",FALSE,Fullback,Italy v Czechia,Milan,1933-02-12,2,1,1,0,0,0,0,0,0,2,0,0,1,Italy,11.3426162,44.494887
35,Riccardo,Aymonod,1908-01-01,TRUE,Not Available,FALSE,Fly-half,Czechia v Italy,Prague,1933-04-16,4,3,1,6,2,0,0,0,0,2,1,1,0.5,Italy,-122.2636808,37.8009514
36,Giogio,Bortolini,1910-07-06,FALSE,"Budrio, BO",FALSE,Prop,Czechia v Italy,Prague,1933-04-16,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Italy,11.5360478,44.5388539
37,Mario,Campagna,1910-09-08,FALSE,"Milano, MI",FALSE,Scrum-half,Czechia v Italy,Prague,1933-04-16,8,8,0,3,1,0,0,0,0,3,3,2,0.375,Italy,9.189982,45.464203500000004
38,Arrigo,Marescalchi,NA,NA,date unknown,FALSE,No. 8,Czechia v Italy,Prague,1933-04-16,3,2,1,3,1,0,0,0,0,1,1,1,0.3333333333333333,Italy,-81.563874,28.385233
39,Eraldo,Sgorbati,1911-05-26,FALSE,"Novi Ligure, AL",FALSE,Flanker,Czechia v Italy,Prague,1933-04-16,12,12,0,0,0,0,0,0,0,5,6,1,0.4166666666666667,Italy,8.7858956,44.7620048
40,Ariosto,Agosti,1909-02-21,FALSE,"Stradella, PV",FALSE,"
",Czechia v Italy,Prague,1933-04-16,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy,9.3022565,45.0789748
41,Luigi,Brighetti,1910-01-01,TRUE,Not Available,FALSE,Flanker,Catalunya v Italy,Barcelona,1934-04-14,1,1,0,0,0,0,0,0,0,0,0,1,0,Italy,-122.2636808,37.8009514
42,Gastone de,Angelis,1913-12-26,FALSE,"Lecce, LE",FALSE,Lock,Catalunya v Italy,Barcelona,1934-04-14,5,5,0,0,0,0,0,0,0,2,1,2,0.4,Italy,18.1750161,40.3515155
43,Angelo,Albonico,1912-06-10,FALSE,"Torino, TO",FALSE,Lock,Italy v Romania,Milan,1934-12-26,10,10,0,0,0,0,0,0,0,4,5,1,0.4,Italy,7.686864,45.0703393
44,Giuseppe,Piana,1912-01-01,TRUE,Not Available,FALSE,Fly-half,Italy v Romania,Milan,1934-12-26,6,6,0,0,0,0,0,0,0,3,3,0,0.5,Italy,-122.2636808,37.8009514
45,Giancarlo,Zani,1909-03-19,FALSE,"Milano, MI",FALSE,Hooker,Italy v Romania,Milan,1934-12-26,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,9.189982,45.464203500000004
46,Orlando,Maestri,NA,NA,date unknown,FALSE,Prop,Italy v Catalunya,Genova,1935-03-24,3,2,1,0,0,0,0,0,0,1,2,0,0.3333333333333333,Italy,-81.563874,28.385233
47,Giuseppe,Visentin,1912-04-23,FALSE,"Padova, PD",FALSE,Flanker,Italy v Catalunya,Genova,1935-03-24,9,9,0,18,4,3,0,0,0,4,5,0,0.4444444444444444,Italy,11.8767611,45.4064349
48,Carlo,Carloni,NA,NA,date unknown,FALSE,Flanker,Italy v France XV,Roma,1935-04-22,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,-81.563874,28.385233
49,Riccardo,Centinari,1910-04-16,FALSE,"Stradella, PV",FALSE,Fullback,Italy v France XV,Roma,1935-04-22,6,6,0,0,0,0,0,0,0,2,4,0,0.3333333333333333,Italy,9.3022565,45.0789748
50,Renato de,Marchis,NA,NA,date unknown,FALSE,Scrum-half,Italy v France XV,Roma,1935-04-22,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,-81.563874,28.385233
51,Filippo Caccia,Dominioni,NA,NA,date unknown,FALSE,Fly-half,Italy v France XV,Roma,1935-04-22,2,1,1,0,0,0,0,0,0,0,2,0,0,Italy,-81.563874,28.385233
52,Giulio,Rizzoli,NA,NA,date unknown,FALSE,Centre,Italy v France XV,Roma,1935-04-22,3,2,1,4,0,2,0,0,0,1,2,0,0.3333333333333333,Italy,-81.563874,28.385233
53,Vincenzo,Bertolotto,1912-04-24,FALSE,"Torino, TO",FALSE,Lock,Germany v Italy,Berlin,1936-05-14,6,6,0,0,0,0,0,0,0,2,3,1,0.3333333333333333,Italy,7.686864,45.0703393
54,Sandro,Bonfante,NA,NA,date unknown,FALSE,Hooker,Germany v Italy,Berlin,1936-05-14,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy,-81.563874,28.385233
55,Tommaso,Fattori,1909-01-25,FALSE,"Foligno, PG",FALSE,Prop,Germany v Italy,Berlin,1936-05-14,10,10,0,0,0,0,0,0,0,4,5,1,0.4,Italy,12.7014749,42.9508683
56,Arturo re,Garbagnati,1913-12-11,FALSE,"Milano, MI",FALSE,No. 8,Germany v Italy,Berlin,1936-05-14,12,12,0,3,1,0,0,0,0,6,6,0,0.5,Italy,9.189982,45.464203500000004
57,Guglielmo,Zoffoli,NA,NA,date unknown,FALSE,Fullback,Germany v Italy,Berlin,1936-05-14,7,7,0,0,0,0,0,0,0,3,3,1,0.42857142857142855,Italy,-81.563874,28.385233
58,Angelo,Becca,1917-04-24,FALSE,Not Available,FALSE,Centre,Romania v Italy,Bucharest,1937-04-25,4,4,0,0,0,0,0,0,0,2,1,1,0.5,Italy,-122.2636808,37.8009514
59,Carlo,d'Alessio,1915-01-08,FALSE,"Roma, RM",FALSE,Wing,Romania v Italy,Bucharest,1937-04-25,5,5,0,6,2,0,0,0,0,1,3,1,0.2,Italy,12.4963655,41.9027835
60,Renato,Paciucci,NA,NA,date unknown,FALSE,Hooker,Romania v Italy,Bucharest,1937-04-25,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,Italy,-81.563874,28.385233
61,Torriglio,Carraro,1911-07-30,FALSE,"Bobbio, PC",FALSE,"
",Romania v Italy,Bucharest,1937-04-25,1,0,1,0,0,0,0,0,0,0,0,1,0,Italy,9.3859502,44.7700875
62,Sandro,Vigliano,1909-07-26,FALSE,"Torino, TO",FALSE,Flanker,Romania v Italy,Bucharest,1937-04-25,6,5,1,30,2,6,4,0,0,4,1,1,0.6666666666666666,Italy,7.686864,45.0703393
63,Renato,Bevilacqua,1915-03-10,FALSE,"Trieste, TS",FALSE,Lock,Belgium v Italy,Paris,1937-10-10,9,9,0,0,0,0,0,0,0,5,4,0,0.5555555555555556,Italy,13.7768182,45.6495264
64,Renzo,Cova,NA,NA,date unknown,FALSE,Wing,Belgium v Italy,Paris,1937-10-10,7,7,0,15,5,0,0,0,0,4,3,0,0.5714285714285714,Italy,-81.563874,28.385233
65,Ugo,Stenta,1916-01-15,FALSE,Lussinpiccolo,FALSE,Lock,Belgium v Italy,Paris,1937-10-10,9,9,0,3,1,0,0,0,0,5,4,0,0.5555555555555556,Italy,14.4720423,44.5315814
66,Giuseppe,Testoni,NA,NA,date unknown,FALSE,Hooker,Belgium v Italy,Paris,1937-10-10,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Italy,-81.563874,28.385233
67,Cesare,Ghezzi,1909-03-05,FALSE,"Milano, MI",FALSE,Scrum-half,Germany v Italy,Stuttgart,1938-03-06,5,5,0,0,0,0,0,0,0,2,3,0,0.4,Italy,9.189982,45.464203500000004
68,Genesio,Bonati,1912-07-15,FALSE,"Berceto, PR",FALSE,Hooker,Italy v Germany,Milan,1939-02-11,2,1,1,0,0,0,0,0,0,1,1,0,0.5,Italy,9.968863599999999,44.5455393
69,Lorenzo,Clerici,1914-10-17,FALSE,"Milano, MI",FALSE,Fly-half,Italy v Germany,Milan,1939-02-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,9.189982,45.464203500000004
70,Orazio,Bracaglia,NA,NA,date unknown,FALSE,Prop,Italy v Romania,Rome,1939-04-29,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,-81.563874,28.385233
71,Mario Dotti,IV,NA,NA,date unknown,FALSE,Wing,Italy v Romania,Rome,1939-04-29,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Italy,-81.563874,28.385233
72,Adolfo,Francese,1914-08-27,FALSE,"Vicolungo, NO",FALSE,Flanker,Italy v Romania,Rome,1939-04-29,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy,8.4633922,45.47167229999999
73,Mario,Gorni,1917-01-29,FALSE,"Mantova, MN",FALSE,Hooker,Italy v Romania,Rome,1939-04-29,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Italy,10.7913751,45.1564168
74,Ausonio,Alacevich,1910-02-13,FALSE,Zara,FALSE,"
",Italy v Romania,Rome,1939-04-29,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy,-96.77385319999999,32.8689365
75,Valerio,Vagnetti,1915-03-15,FALSE,"Roma, RM",FALSE,Fly-half,Italy v Romania,Rome,1939-04-29,2,1,1,0,0,0,0,0,0,1,1,0,0.5,Italy,12.4963655,41.9027835
76,Mario,Battaglini,1919-10-20,FALSE,"Rovigo, RO",FALSE,Flanker,Romania v Italy,Bucharest,1940-04-14,5,5,0,18,1,3,3,0,0,3,2,0,0.6,Italy,11.7902158,45.0698118
77,Luigi,Bossi,1918-09-20,FALSE,"Lonate Pozzolo, VA",FALSE,Fullback,Romania v Italy,Bucharest,1940-04-14,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy,8.753802,45.5993133
78,Arturo,Costa,1918-08-21,FALSE,Tripoli,FALSE,Wing,Romania v Italy,Bucharest,1940-04-14,3,3,0,3,1,0,0,0,0,2,1,0,0.6666666666666666,Italy,13.1913383,32.8872094
79,Buby,Farinelli,1917-04-30,FALSE,"Milano, MI",FALSE,Centre,Romania v Italy,Bucharest,1940-04-14,5,5,0,0,0,0,0,0,0,2,3,0,0.4,Italy,9.189982,45.464203500000004
80,Gianni,Figari,NA,NA,date unknown,FALSE,Prop,Romania v Italy,Bucharest,1940-04-14,3,2,1,3,1,0,0,0,0,2,1,0,0.6666666666666666,Italy,-81.563874,28.385233
81,Eros,Cicognani,NA,NA,date unknown,FALSE,No. 8,Germany v Italy,Stuttgart,1940-05-05,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,-81.563874,28.385233
82,Ettore,Parmiggiani,1912-01-01,TRUE,Not Available,FALSE,Fly-half,Italy v Romania,Milan,1942-05-02,2,2,0,4,0,0,0,1,0,2,0,0,1,Italy,-122.2636808,37.8009514
83,Guido,Romano,1923-01-01,TRUE,Not Available,FALSE,Prop,Italy v Romania,Milan,1942-05-02,1,1,0,3,1,0,0,0,0,1,0,0,1,Italy,-122.2636808,37.8009514
84,Piero,Romano,1923-01-01,TRUE,Not Available,FALSE,Prop,Italy v Romania,Milan,1942-05-02,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,-122.2636808,37.8009514
85,Enrico,Zanetti,1917-10-20,FALSE,"Venezia, VE",FALSE,Flanker,Italy v Romania,Milan,1942-05-02,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,12.3155151,45.4408474
86,Giuseppe,Sessi,1913-11-16,FALSE,"Scandiano, RE",FALSE,"
",Italy v Romania,Milan,1942-05-02,1,0,1,0,0,0,0,0,0,1,0,0,1,Italy,10.6909273,44.5982342
87,Aldo,Battagion,1922-10-20,FALSE,"Bergamo, BG",FALSE,Scrum-half,Italy v France XV,Rovigo,1948-03-28,2,2,0,2,0,1,0,0,0,1,1,0,0.5,Italy,9.6772698,45.6982642
88,Francesco,Battaglini,1912-03-14,FALSE,"Rovigo, RO",FALSE,Flanker,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,11.7902158,45.0698118
89,Vittorio,Borsetto,NA,NA,"Canale di Villadose,",FALSE,Prop,Italy v France XV,Rovigo,1948-03-28,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy,11.861966,45.0636435
90,Carlo de,Vecchi,1927-04-15,FALSE,"Milano, MI",FALSE,No. 8,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,9.189982,45.464203500000004
91,Umberto,Faccioli,NA,NA,date unknown,FALSE,Fly-half,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,-81.563874,28.385233
92,Enrico,Fava,1917-01-01,TRUE,Not Available,FALSE,Centre,Italy v France XV,Rovigo,1948-03-28,2,2,0,5,0,1,1,0,0,1,1,0,0.5,Italy,-122.2636808,37.8009514
93,Renzo,Maini,1925-08-12,FALSE,"Sorbolo, PR",FALSE,Flanker,Italy v France XV,Rovigo,1948-03-28,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy,10.4388475,44.8682262
94,Italo,Mattacchini,1924-02-18,FALSE,"Nereto, TE",FALSE,Hooker,Italy v France XV,Rovigo,1948-03-28,9,9,0,0,0,0,0,0,0,4,5,0,0.4444444444444444,Italy,13.8135004,42.8165276
95,Giuseppe,Molinari,NA,NA,date unknown,FALSE,Prop,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,-81.563874,28.385233
96,Paolo,Rosi,1924-04-20,FALSE,"Roma, RM",FALSE,Centre,Italy v France XV,Rovigo,1948-03-28,12,12,0,21,7,0,0,0,0,6,6,0,0.5,Italy,12.4963655,41.9027835
97,Enrico,Rossini,1925-03-20,FALSE,"Roma, RM",FALSE,Wing,Italy v France XV,Rovigo,1948-03-28,6,6,0,6,2,0,0,0,0,3,3,0,0.5,Italy,12.4963655,41.9027835
98,Pietro,Stievano,1919-01-06,FALSE,"Piove di Sacco, PD",FALSE,Wing,Italy v France XV,Rovigo,1948-03-28,8,8,0,6,2,0,0,0,0,4,4,0,0.5,Italy,12.0478325,45.2945973
99,Temistocle,Tedeschi,NA,NA,date unknown,FALSE,Fullback,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,-81.563874,28.385233
100,Vittorio,Vicariotto,1919-02-10,FALSE,"Vicenza, VI",FALSE,Lock,Italy v France XV,Rovigo,1948-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,11.5354214,45.5454787
101,Sergio,Barilari,1924-08-13,FALSE,"Roma, RM",FALSE,Lock,Italy v Czechia,Parma,1948-05-23,3,3,0,0,0,0,0,0,0,3,0,0,1,Italy,12.4963655,41.9027835
102,Luciano,Bove,NA,NA,date unknown,FALSE,Lock,Italy v Czechia,Parma,1948-05-23,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,Italy,-81.563874,28.385233
103,Giovanni,Favretto,NA,NA,date unknown,FALSE,Prop,Italy v Czechia,Parma,1948-05-23,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy,-81.563874,28.385233
104,Piero,Gabrielli,1924-06-28,FALSE,"Roma, RM",FALSE,Flanker,Italy v Czechia,Parma,1948-05-23,5,5,0,3,1,0,0,0,0,2,3,0,0.4,Italy,12.4963655,41.9027835
105,Primo,Masci,1924-11-01,FALSE,"Parma, PR",FALSE,Flanker,Italy v Czechia,Parma,1948-05-23,9,9,0,6,2,0,0,0,0,4,5,0,0.4444444444444444,Italy,10.3279036,44.801485
106,Fulvio,Pitorri,NA,NA,date unknown,FALSE,Wing,Italy v Czechia,Parma,1948-05-23,2,2,0,3,1,0,0,0,0,1,1,0,0.5,Italy,-81.563874,28.385233
107,Silvano,Tartaglini,1923-01-06,FALSE,"Roma, RM",FALSE,Fullback,Italy v Czechia,Parma,1948-05-23,8,8,0,0,0,0,0,0,0,4,4,0,0.5,Italy,12.4963655,41.9027835
108,Mario,Pisaneschi,1923-08-29,FALSE,"Parma, PR",FALSE,Scrum-half,Italy v Czechia,Parma,1948-05-23,12,11,1,6,1,0,0,1,0,7,5,0,0.5833333333333334,Italy,10.3279036,44.801485
109,Giovanni,Bonino,NA,NA,date unknown,FALSE,Flanker,France XV v Italy,Marseille,1949-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,-81.563874,28.385233
110,Giogio,Dagnini,NA,NA,date unknown,FALSE,Scrum-half,France XV v Italy,Marseille,1949-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,-81.563874,28.385233
111,Sergio,Lanfranchi,1925-09-27,FALSE,"Parma, PR",FALSE,Back-row,France XV v Italy,Marseille,1949-03-27,21,21,0,36,4,3,6,0,0,7,14,0,0.3333333333333333,Italy,10.3279036,44.801485
112,Piero,Marini,1923-07-29,FALSE,"Roma, RM",FALSE,Fly-half,France XV v Italy,Marseille,1949-03-27,7,7,0,9,1,3,0,0,0,4,3,0,0.5714285714285714,Italy,12.4963655,41.9027835
113,Umberto,Silvestri,1915-09-06,FALSE,"Roma, RM",FALSE,Lock,France XV v Italy,Marseille,1949-03-27,2,2,0,0,0,0,0,0,0,0,2,0,0,Italy,12.4963655,41.9027835
114,Mario,Turcato,1920-12-01,FALSE,"Lendinara, RO",FALSE,Prop,France XV v Italy,Marseille,1949-03-27,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Italy,11.5915231,45.0766292
115,Angelo,Arrigoni,1923-02-16,FALSE,"Soresina, CR",FALSE,Wing,Czechia v Italy,Prague,1949-05-22,1,1,0,0,0,0,0,0,0,0,1,0,0,Italy,9.8576313,45.28728359999999
116,Giulio,Cherubini,1923-02-02,FALSE,"Roma, RM",FALSE,Flanker,Czechia v Italy,Prague,1949-05-22,2,2,0,3,1,0,0,0,0,1,1,0,0.5,Italy,12.4963655,41.9027835
117,Gianni del,Bono,1922-08-22,FALSE,"Parma, PR",FALSE,Wing,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,10.3279036,44.801485
118,Paolo,Favaretto,1916-07-29,FALSE,"Padova, PD",FALSE,Hooker,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,11.8767611,45.4064349
119,Romildo,Gabanella,1922-11-02,FALSE,"Rovigo, RO",FALSE,Prop,Italy v Spain,Roma,1951-05-06,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy,11.7902158,45.0698118
120,Rodolfo,Giuliani,1928-04-07,FALSE,"Roma, RM",FALSE,No. 8,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,12.4963655,41.9027835
121,Fausto,Perrone,1924-11-20,FALSE,"L'Aquila, AQ",FALSE,Scrum-half,Italy v Spain,Roma,1951-05-06,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,13.3995091,42.3498479
122,Leonardo,Riccioni,1929-12-05,FALSE,"Roma, RM",FALSE,Lock,Italy v Spain,Roma,1951-05-06,7,7,0,0,0,0,0,0,0,4,3,0,0.5714285714285714,Italy,12.4963655,41.9027835
123,Paolo,Dari,1928-12-19,FALSE,"Alfonsine, RO",FALSE,Lock,Italy v Spain,Roma,1951-05-06,8,7,1,19,3,2,2,0,0,6,2,0,0.75,Italy,12.0525149,44.4963626
124,Gianni,Aiolfi,1927-10-01,FALSE,"Parma, PR",FALSE,No. 8,Spain v Italy,Barcelona,1952-04-13,6,6,0,3,1,0,0,0,0,3,3,0,0.5,Italy,10.3279036,44.801485
125,Aldo,Cecchetto-Milani,1922-05-01,FALSE,"Rovigo, RO",FALSE,Scrum-half,Spain v Italy,Barcelona,1952-04-13,3,3,0,8,0,1,2,0,0,2,1,0,0.6666666666666666,Italy,11.7902158,45.0698118
126,Lamberto de,Santis,1925-01-25,FALSE,"Roma, RM",FALSE,Hooker,Spain v Italy,Barcelona,1952-04-13,1,1,0,0,0,0,0,0,0,1,0,0,1,Italy,12.4963655,41.9027835
127,Giorgio,Fornari,1928-06-20,FALSE,"Parma, PR",FALSE,Prop,Spain v Italy,Barcelona,1952-04-13,16,16,0,3,1,0,0,0,0,10,6,0,0.625,Italy,10.3279036,44.801485
128,Enzo,Gerosa,1929-03-13,FALSE,"Milano, MI",FALSE,Wing,Spain v Italy,Barcelona,1952-04-13,7,7,0,15,5,0,0,0,0,5,2,0,0.7142857142857143,Italy,9.189982,45.464203500000004
129,Francis,Martinenghi,1929-02-09,FALSE,"Milano, MI",FALSE,Centre,Spain v Italy,Barcelona,1952-04-13,2,2,0,0,0,0,0,0,0,2,0,0,1,Italy,9.189982,45.464203500000004
130,Riccardo,Santopadre,1924-04-10,FALSE,"Macerata, MC",FALSE,Fly-half,Spain v Italy,Barcelona,1952-04-13,5,5,0,0,0,0,0,0,0,3,2,0,0.6,Italy,13.4534767,43.2984268
