cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country,lon,lat
16,Robert,Maginniss,1854-03-14,FALSE,"Newton-Saville, Tyron, Northern Ireland",FALSE,Forward,England v Ireland,The Oval,1875-02-15,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-6.4923145,54.7877149
17,John,Myles,1855-03-13,FALSE,Limerick,FALSE,Halfback,England v Ireland,The Oval,1875-02-15,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-8.6267343,52.6638367
18,George,Stack,1850-01-01,TRUE,Omagh,FALSE,Forward,England v Ireland,The Oval,1875-02-15,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-7.309959699999999,54.5977149
19,Robert,Walkington,1854-08-08,FALSE,"Alabama, United States",FALSE,Fullback,England v Ireland,The Oval,1875-02-15,10,10,0,0,0,0,0,0,0,0,9,1,0,Ireland,-86.902298,32.3182314
20,Henry,Walsh,1853-09-16,FALSE,Dublin,FALSE,Forward,England v Ireland,The Oval,1875-02-15,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-6.2603097,53.3498053
21,David,Arnott,1855-04-27,FALSE,Tynemouth,FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-1.4255818,55.0175869
22,Tim,Cuscaden,1853-11-01,FALSE,Wexford,FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.4633381,52.336916
23,William,Finlay,NA,NA,Not Available,FALSE,Forward,Ireland v England,Dublin,1875-12-13,8,8,0,0,0,0,0,0,0,0,8,0,0,Ireland,-122.2636808,37.8009514
24,R.,Greer,NA,NA,Not Available,FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
25,Edward,Hobson,1851-12-05,FALSE,"Hollyfort, Wexford",FALSE,Three-quarters,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.3584079,52.7136854
26,John,Ireland,NA,NA,Not Available,FALSE,Forward,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-122.2636808,37.8009514
27,Hamilton,Moore,1856-06-12,FALSE,"Connor, Antrim",FALSE,Fullback,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-6.2213726,54.8082636
28,Ashley,Westby,1853-01-01,TRUE,Dublin,FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.2603097,53.3498053
29,Harry,Brown,1857-05-22,FALSE,"Donaghmore, Co.Tyrone",FALSE,Three-quarters,England v Ireland,The Oval,1877-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.81305,54.5311101
30,Thomas,Brown,1858-12-21,FALSE,"Donaghmore, Co.Tyrone",FALSE,Forward,England v Ireland,The Oval,1877-02-05,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-6.81305,54.5311101
31,Henry,Edwards,1857-07-18,FALSE,Llanddeiniolen,FALSE,Forward,England v Ireland,The Oval,1877-02-05,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-4.1285605,53.1574088
32,Thomas,Gordon,1851-12-15,FALSE,Not Available,FALSE,Halfback,England v Ireland,The Oval,1877-02-05,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-122.2636808,37.8009514
33,William,Hamilton,1850-07-01,FALSE,Not Available,FALSE,Forward,England v Ireland,The Oval,1877-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
34,Harry,Jackson,1853-11-03,FALSE,"Clones, Monaghan",FALSE,Forward,England v Ireland,The Oval,1877-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-7.230667100000001,54.1796829
35,Hugh,Kelly,1849-01-01,TRUE,Not Available,FALSE,Forward,England v Ireland,The Oval,1877-02-05,6,6,0,0,0,0,0,0,0,0,6,0,0,Ireland,-122.2636808,37.8009514
36,Frederick,Kidd,1857-05-03,FALSE,Newry,FALSE,Three-quarters,England v Ireland,The Oval,1877-02-05,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-6.34023,54.1751024
37,Augustus,Whitestone,1856-10-29,FALSE,Dublin,FALSE,Halfback,England v Ireland,The Oval,1877-02-05,5,5,0,0,0,0,0,0,0,0,5,0,0,Ireland,-6.2603097,53.3498053
38,William,Wilson,1852-11-25,FALSE,Not Available,FALSE,Forward,England v Ireland,The Oval,1877-02-05,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-122.2636808,37.8009514
39,J.,Currell,NA,NA,Not Available,FALSE,Forward,Ireland v Scotland,Belfast,1877-02-19,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
40,James,Heron,1855-01-01,TRUE,"Moira, Down",FALSE,Halfback,Ireland v Scotland,Belfast,1877-02-19,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-6.228553,54.4797358
41,Henry,Murray,1854-05-12,FALSE,Dublin,FALSE,Forward,Ireland v Scotland,Belfast,1877-02-19,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-6.2603097,53.3498053
42,Garvett,Shaw,1855-10-11,FALSE,Belfast,FALSE,Fullback,Ireland v Scotland,Belfast,1877-02-19,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-5.93012,54.59728500000001
43,Edward,Croker,1849-09-14,FALSE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
44,George,Fagan,1858-11-27,FALSE,Bengal,FALSE,Halfback,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,87.8549755,22.9867569
45,W.,Griffiths,NA,NA,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
46,Barney,Hughes,NA,NA,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,12,12,0,0,0,0,0,0,0,1,10,1,0.08333333333333333,Ireland,-122.2636808,37.8009514
47,Robert,Matier,1857-07-03,FALSE,Belfast,FALSE,Three-quarters,Ireland v England,Lansdowne Road,1878-03-11,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-5.93012,54.59728500000001
48,William,Moore,1858-01-01,TRUE,"Connor, Antrim",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.2213726,54.8082636
49,Frederick,Schute,1852-04-30,FALSE,Bradford,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-1.759398,53.795984
50,Arthur,Archer,1856-01-01,TRUE,Kildare,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.9095683,53.1589342
51,Jack,Bagot,1856-10-20,FALSE,"Ballymoe, Galway",FALSE,Three-quarters,Ireland v Scotland,Belfast,1879-02-17,5,5,0,1,0,0,0,1,0,1,4,0,0.2,Ireland,-8.4618058,53.69402789999999
52,William,Cummins,1858-02-04,FALSE,Cork,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,3,3,0,0,0,0,0,0,0,0,2,1,0,Ireland,-95.726451,36.060462
53,William,Goulding,1856-03-07,FALSE,"Shandon, Cork",FALSE,Halfback,Ireland v Scotland,Belfast,1879-02-17,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-8.4763824,51.9028331
54,Thomas,Harrison,NA,NA,Not Available,FALSE,Three-quarters,Ireland v Scotland,Belfast,1879-02-17,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-122.2636808,37.8009514
55,William,Neville,1855-01-01,TRUE,West Indie,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-66.4108475,18.2345027
56,Henry,Purdon,1856-07-25,FALSE,Belfast,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,5,5,0,0,0,0,0,0,0,1,4,0,0.2,Ireland,-5.93012,54.59728500000001
57,George,Scriven,1856-11-09,FALSE,Dublin,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,8,8,0,0,0,0,0,0,0,0,8,0,0,Ireland,-6.2603097,53.3498053
58,John,Taylor,1859-06-30,FALSE,Not Available,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,8,8,0,0,0,0,0,0,0,1,6,1,0.125,Ireland,-122.2636808,37.8009514
59,James,Bristow,1858-11-04,FALSE,"Dunmurry, Antrim",FALSE,Forward,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.007218399999999,54.5498161
60,John,Cuppaidge,1856-12-25,FALSE,Dublin,FALSE,Forward,England v Ireland,The Oval,1879-03-24,3,3,0,0,1,0,0,0,0,0,3,0,0,Ireland,-6.2603097,53.3498053
61,Jack,Keon,1850-03-31,FALSE,"Portloman, Westmeath",FALSE,Forward,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-7.416419800000001,53.5646886
62,William,Pike,1860-03-10,FALSE,"Glendararry, Mayo",FALSE,Three-quarters,England v Ireland,The Oval,1879-03-24,5,5,0,0,0,0,0,0,0,1,3,1,0.2,Ireland,-9.9428538,53.93213549999999
63,Willington,Willis,1860-01-01,TRUE,Not Available,FALSE,Three-quarters,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
64,Arthur,Forrest,1859-10-13,FALSE,Dublin,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,8,8,0,0,1,0,0,0,0,1,6,1,0.125,Ireland,-6.2603097,53.3498053
65,William,Heron,1858-01-01,TRUE,Not Available,FALSE,Halfback,Ireland v England,Lansdowne Road,1880-02-02,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-122.2636808,37.8009514
66,Mereth,di Johnston,1860-10-20,FALSE,Dublin,FALSE,Halfback,Ireland v England,Lansdowne Road,1880-02-02,8,8,0,0,1,0,0,0,0,1,6,1,0.125,Ireland,-6.2603097,53.3498053
67,Francis,Kennedy,1859-01-01,TRUE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-122.2636808,37.8009514
68,Alfred,Miller,1859-08-04,FALSE,Kingstown,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-61.2248157,13.1600249
69,William,Wallis,1856-07-02,FALSE,Dublin,FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,5,5,0,0,0,0,0,0,0,1,4,0,0.2,Ireland,-6.2603097,53.3498053
70,David,Browning,1856-02-28,FALSE,"Bruree, Limerick",FALSE,Forward,England v Ireland,Manchester,1881-02-05,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Ireland,-8.6620227,52.4242877
71,John,Burkitt,1860-07-01,FALSE,"Kilkee, Clare",FALSE,Forward,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-9.6444116,52.6828228
72,Alfred,MacMullen,1860-01-14,FALSE,Not Available,FALSE,Forward,England v Ireland,Manchester,1881-02-05,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Ireland,-122.2636808,37.8009514
73,Jones,Morell,1858-10-15,FALSE,"Dungannon, Tyrone",FALSE,Forward,England v Ireland,Manchester,1881-02-05,4,4,0,0,0,0,0,0,0,1,2,1,0.25,Ireland,-6.7665891,54.5082684
74,William,Peirce,1861-01-01,TRUE,Not Available,FALSE,Three-quarters,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
75,Henry,Spunner,NA,NA,Not Available,FALSE,Halfback,England v Ireland,Manchester,1881-02-05,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,Ireland,-122.2636808,37.8009514
76,Jack,Johnston,1858-01-01,TRUE,Not Available,FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,9,9,0,0,0,0,0,0,0,2,7,0,0.2222222222222222,Ireland,-122.2636808,37.8009514
77,Robert,McLean,NA,NA,Not Available,FALSE,Three-quarters,Ireland v Scotland,Belfast,1881-02-19,10,10,0,0,0,0,0,0,0,1,8,1,0.1,Ireland,-122.2636808,37.8009514
78,Joseph,Atkinson,1862-09-23,FALSE,Dublin,FALSE,Three-quarters,Ireland v Wales,Lansdowne Road,1882-01-28,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-6.2603097,53.3498053
79,Gerrard,Bent,1859-01-02,FALSE,Greenwich,FALSE,Halfback,Ireland v Wales,Lansdowne Road,1882-01-28,2,2,0,0,0,0,0,0,0,0,1,1,0,Ireland,-73.6281964,41.0262417
80,Arthur,Downing,1860-08-17,FALSE,Monkstown,FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.153956,53.2937046
81,William,Fletcher,1862-09-04,FALSE,Not Available,FALSE,Halfback,Ireland v Wales,Lansdowne Road,1882-01-28,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-122.2636808,37.8009514
82,Ernest,Greene,1862-01-01,TRUE,Dublin,FALSE,Three-quarters,Ireland v Wales,Lansdowne Road,1882-01-28,4,4,0,0,1,0,0,0,0,0,4,0,0,Ireland,-6.2603097,53.3498053
83,Frederick,Heuston,1857-01-22,FALSE,Tipperary,FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-8.1544426,52.47472639999999
84,John,Kennedy,1859-09-19,FALSE,"Spafield, Tipperary",FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-7.8907778,52.5069199
85,Ted,McCarthy,1860-12-26,FALSE,Wexford,FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.4633381,52.336916
86,Thomas,McCarthy,1862-01-01,TRUE,"Bansha, Tipperary",FALSE,Three-quarters,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-8.0642959,52.4482369
87,Bob,Thompson,1861-01-01,TRUE,Not Available,FALSE,Forward,Ireland v Wales,Lansdowne Road,1882-01-28,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
88,Thomas,Johnson-Smyth,1857-06-01,TRUE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,1,1,0,0,0,0,0,0,0,0,0,1,0,Ireland,-122.2636808,37.8009514
89,Robert,Nelson,1861-01-01,TRUE,Not Available,FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,4,4,0,0,0,0,0,0,0,0,3,1,0,Ireland,-122.2636808,37.8009514
90,Oliver,Stokes,1858-03-16,FALSE,"Woolwich, Kent",FALSE,Forward,Ireland v England,Lansdowne Road,1882-02-06,2,2,0,0,1,0,0,0,0,0,1,1,0,Ireland,0.06758829999999999,51.4894752
91,Edward,Wolfe,1858-08-04,FALSE,"Monaghan, Northern Ireland",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1882-02-06,1,1,0,0,0,0,0,0,0,0,0,1,0,Ireland,-6.9683132,54.2492046
92,John,Buchanan,1863-04-26,FALSE,"Edenfel, Tyrone",FALSE,Forward,Scotland v Ireland,Glasgow,1882-02-18,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-7.282305699999999,54.5981823
93,Robert,Morrow,NA,NA,Not Available,FALSE,Fullback,Scotland v Ireland,Glasgow,1882-02-18,10,10,0,0,0,0,0,0,0,0,10,0,0,Ireland,-122.2636808,37.8009514
94,Alexander,O'Sullivan,1858-07-01,FALSE,Cork,FALSE,Forward,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-95.726451,36.060462
95,Joe,Pedlow,1862-10-05,FALSE,Not Available,FALSE,Three-quarters,Scotland v Ireland,Glasgow,1882-02-18,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-122.2636808,37.8009514
96,Stewart,Bruce,1858-11-17,FALSE,"Derry, Northern Ireland",FALSE,Forward,England v Ireland,Manchester,1883-02-05,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-7.3085748,54.9966124
97,Henry,King,1862-11-23,FALSE,London,FALSE,Forward,England v Ireland,Manchester,1883-02-05,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-0.1277583,51.5073509
98,Frank,Moore,1859-01-01,TRUE,"Glasnevin, Dublin",FALSE,Forward,England v Ireland,Manchester,1883-02-05,4,4,0,0,0,0,0,0,0,0,4,0,0,Ireland,-6.2668995,53.37889029999999
99,Rowland,Scovell,1863-05-06,FALSE,Kingstown,FALSE,Three-quarters,England v Ireland,Manchester,1883-02-05,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-61.2248157,13.1600249
100,Peyton,Warren,1860-10-27,FALSE,"Clontarf, Dublin",FALSE,Halfback,England v Ireland,Manchester,1883-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.195306599999999,53.3640384
101,Samuel,Collier,1863-10-01,FALSE,"Brookborough, Cavan, Northern Ireland",FALSE,Halfback,Ireland v Scotland,Belfast,1883-02-17,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-7.404120000000001,54.31595
102,Henry,Brabazon,1861-08-28,FALSE,nr Mullingar,FALSE,Forward,Ireland v England,Lansdowne Road,1884-02-04,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-7.3381378,53.5259334
103,William,Higgin,1860-01-10,FALSE,Belfast,FALSE,Halfback,Ireland v England,Lansdowne Road,1884-02-04,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-5.93012,54.59728500000001
104,Francis,Levis,1861-01-01,TRUE,"Skibbereen, Cork",FALSE,Forward,Ireland v England,Lansdowne Road,1884-02-04,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-9.262130299999999,51.55592439999999
105,Daniel,Ross,1865-01-01,TRUE,"Hollywood, Down",FALSE,Three-quarters,Ireland v England,Lansdowne Road,1884-02-04,5,5,0,0,0,0,0,0,0,0,5,0,0,Ireland,-118.3268568,34.101554899999996
106,William,Rutherford,1862-01-18,FALSE,Tipperary,FALSE,Forward,Ireland v England,Lansdowne Road,1884-02-04,6,6,0,0,0,0,0,0,0,1,5,0,0.16666666666666666,Ireland,-8.1544426,52.47472639999999
107,Alexander,Gordon,NA,NA,Dublin,FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.2603097,53.3498053
108,Thomas,Hobbs,1861-04-28,FALSE,Ambala,FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,76.782122,30.3752011
109,Walter,Kelly,1854-01-01,TRUE,Not Available,FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
110,Lewis,McIntosh,1858-01-01,TRUE,Not Available,FALSE,Three-quarters,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,1,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
111,Forbes,Maguire,1856-07-29,FALSE,Dublin,FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.2603097,53.3498053
112,John,O'Sullivan,1865-09-01,TRUE,Limerick,FALSE,Fullback,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-8.6267343,52.6638367
113,George,Wheeler,1864-12-09,FALSE,Belfast,FALSE,Fullback,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-5.93012,54.59728500000001
114,William,Collis,1860-09-27,FALSE,Dublin,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.2603097,53.3498053
115,Herbert,Cook,NA,NA,Not Available,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
116,John,Fitzgerald,NA,NA,Not Available,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
117,William,Hallaran,1861-04-19,FALSE,Not Available,FALSE,Halfback,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-122.2636808,37.8009514
118,Bruce,Hamilton,1861-01-01,FALSE,Omagh,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-7.309959699999999,54.5977149
119,Walter,Johnstone,1863-06-24,FALSE,Kingstown,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-61.2248157,13.1600249
120,Charles,Jordan,NA,NA,date unknown,FALSE,Wing,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-117.9688768,33.7442131
121,John,McDaniel,NA,NA,Newport,FALSE,Wing,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-94.1043876,37.5278234
122,Frederick,Moore,1857-09-03,FALSE,"Glasnevin, Dublin",FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,4,4,0,0,0,0,0,0,0,0,4,0,0,Ireland,-6.2668995,53.37889029999999
123,Lambert,Moyers,1860-01-01,TRUE,Dublin,FALSE,Forward,Wales v Ireland,Cardiff,1884-04-12,1,1,0,0,0,0,0,0,0,0,1,0,0,Ireland,-6.2603097,53.3498053
124,Thomas,Allen,1864-09-11,FALSE,"Glendermot, Derry",FALSE,Forward,England v Ireland,Manchester,1885-02-07,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-7.3070917,54.99476989999999
125,Robert,Bradshaw,1861-05-27,FALSE,"Gorey, Wexford",FALSE,Forward,England v Ireland,Manchester,1885-02-07,3,3,0,0,0,0,0,0,0,0,3,0,0,Ireland,-6.2943022,52.67573549999999
126,Ernie,Crawford,1861-01-26,FALSE,Not Available,FALSE,Halfback,England v Ireland,Manchester,1885-02-07,2,2,0,0,0,0,0,0,0,0,2,0,0,Ireland,-122.2636808,37.8009514
127,Thomas,Lyle,1860-08-26,FALSE,"Coleraine, Northern Ireland",FALSE,Forward,England v Ireland,Manchester,1885-02-07,6,6,0,0,0,0,0,0,0,1,5,0,0.16666666666666666,Ireland,-6.664610300000001,55.1325802
128,Harry,Neill,1860-12-12,FALSE,Geelong,FALSE,Forward,England v Ireland,Manchester,1885-02-07,9,9,0,0,0,0,0,0,0,2,7,0,0.2222222222222222,Ireland,144.3617186,-38.1499181
129,John,Ross,1866-01-01,FALSE,Dublin,FALSE,Three-quarters,England v Ireland,Manchester,1885-02-07,5,5,0,0,0,0,0,0,0,0,5,0,0,Ireland,-6.2603097,53.3498053
130,Thomas,Shanahan,1864-01-04,FALSE,Waterford,FALSE,Forward,England v Ireland,Manchester,1885-02-07,6,6,0,0,1,0,0,0,0,1,5,0,0.16666666666666666,Ireland,-7.1100702,52.2593197
131,Robert,Warren,1865-09-04,FALSE,"India, Meath",FALSE,Halfback,England v Ireland,Manchester,1885-02-07,15,15,0,0,1,0,0,0,0,3,11,1,0.2,Ireland,-6.683541,53.6525708
