cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country,lon,lat
11,Robert,Irvine,1853-04-19,FALSE,Blair Atholl,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,13,13,0,0,1,0,0,0,0,5,4,4,0.38461538461538464,Scotland,-3.843385,56.768184
12,William,Lyall,1848-01-27,FALSE,St Cuthbert's,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-122.9011719,49.1524097
13,John,MacFarlane,1851-06-19,FALSE,Montego Bay,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,Scotland,-77.8938895,18.4762228
14,Thomas,Marshall,1849-06-26,FALSE,"Chatton Park, NHumb",FALSE,Three-quarters,Scotland v England,Edinburgh,1871-03-27,4,4,0,0,0,0,0,0,0,1,2,1,0.25,Scotland,-88.2271615,40.1019523
15,James,Mein,1852-07-01,FALSE,Jedburgh,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,5,5,0,0,0,0,0,0,0,1,2,2,0.2,Scotland,-2.5549369,55.477721
16,Francis,Moncreiff,1849-08-27,FALSE,Midlothian,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,Scotland,-97.01031809999999,32.475335
17,Robert,Munro,1839-01-01,TRUE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-122.2636808,37.8009514
18,George,Ritchie,1848-04-16,FALSE,Edinburgh,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-3.188267,55.953252
19,Alexander,Robertson,1848-10-01,FALSE,Ayr,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-98.4403373,40.4375138
20,John,Thomson,1845-08-09,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-122.2636808,37.8009514
21,John,Anderson,1849-05-09,FALSE,Edinburgh,FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-3.188267,55.953252
22,Leslie,Balfour-Melville,1854-03-09,FALSE,"Bonnington, Edinburgh",FALSE,Fullback,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-3.193971,55.961564
23,Edward,Bannerman,1850-01-14,FALSE,Aberdeenshire,FALSE,Forward,England v Scotland,The Oval,1872-02-05,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-2.3815684,57.28687230000001
24,Charles,Cathcart,1853-03-16,FALSE,Edinburgh,FALSE,Forward,England v Scotland,The Oval,1872-02-05,3,3,0,1,0,0,0,1,0,0,2,1,0,Scotland,-3.188267,55.953252
25,James,McClure,1851-07-08,FALSE,"Barony, Glasgow",FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-4.1132949,55.8562234
26,Reginald,Maitland,1851-03-06,FALSE,"Southsea, Hants",FALSE,Three-quarters,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-1.085559,50.783565
27,William,Marshall,1852-06-22,FALSE,Not Available,FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-122.2636808,37.8009514
28,Frederick,Maxwell,1849-01-10,FALSE,Devonport,FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,146.3451775,-41.1770585
29,Henry,Renny-Tailyour,1849-10-09,FALSE,Mussorrie,FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,78.0643723,30.4597892
30,Henry,Allan,1850-04-02,FALSE,Glasgow,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-4.251806,55.864237
31,Peter,Anton,1850-06-25,FALSE,Errol,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-71.1378558,44.7814393
32,Charles,Bryce,1848-04-16,FALSE,Glasgow,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-4.251806,55.864237
33,John,Davidson,1851-09-03,FALSE,Banchory,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-2.4909599,57.053856
34,William,Grant,1853-07-20,FALSE,Bengal,FALSE,Halfback,Scotland v England,Glasgow,1873-03-03,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,87.8549755,22.9867569
35,George,McClure,1851-07-08,FALSE,"Barony, Glasgow",FALSE,Three-quarters,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-4.1132949,55.8562234
36,Alexander,Petrie,1853-02-14,FALSE,Birkenhead,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,11,11,0,0,0,0,0,0,0,4,3,4,0.36363636363636365,Scotland,-3.023009,53.38999099999999
37,James,Sanderson,1852-01-29,FALSE,Madras,FALSE,Fullback,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,80.2707184,13.0826802
38,Tom,Whittington,1848-08-19,FALSE,"Tonna, Neath",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-3.773785,51.676127
39,Robert,Wilson,1854-02-04,FALSE,Not Available,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-122.2636808,37.8009514
40,Alexander,Wood,1848-04-30,FALSE,"Fetteresso, Kincardin",FALSE,Forward,Scotland v England,Glasgow,1873-03-03,3,3,0,0,0,0,0,0,0,0,1,2,0,Scotland,-2.242611,56.96265
41,Hugh,Hamilton,1854-06-26,FALSE,New South Wales,FALSE,Three-quarters,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,146.921099,-31.2532183
42,Gilbert,Heron,1854-09-06,FALSE,Not Available,FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-122.2636808,37.8009514
43,William,Kidston,1852-04-29,FALSE,Glasgow,FALSE,Three-quarters,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-4.251806,55.864237
44,Tom,Neilson,1851-10-22,FALSE,Not Available,FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-122.2636808,37.8009514
45,James,Reid,1851-02-24,FALSE,Not Available,FALSE,Forward,England v Scotland,The Oval,1874-02-23,5,5,0,0,1,0,0,0,0,2,2,1,0.4,Scotland,-122.2636808,37.8009514
46,Alexander,Stewart,1852-08-30,FALSE,Bombay,FALSE,Halfback,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,0,2,0,0,Scotland,72.8776559,19.0759837
47,John,Tod,1852-09-11,FALSE,Glasgow,FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-4.251806,55.864237
48,Arthur,Young,1855-10-31,FALSE,Not Available,FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-122.2636808,37.8009514
49,Allan,Arthur,1857-04-03,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-122.2636808,37.8009514
50,Malcolm,Cross,1856-06-15,FALSE,Glasgow,FALSE,Three-quarters,Scotland v England,Edinburgh,1875-03-08,9,9,0,9,0,7,0,2,0,4,2,3,0.4444444444444444,Scotland,-4.251806,55.864237
51,James,Dunlop,1854-10-16,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-122.2636808,37.8009514
52,Alec,Finlay,1854-04-21,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-122.2636808,37.8009514
53,Ninian,Finlay,1858-01-31,FALSE,Edinburgh,FALSE,Three-quarters,Scotland v England,Edinburgh,1875-03-08,9,9,0,3,0,0,0,3,0,2,3,4,0.2222222222222222,Scotland,-3.188267,55.953252
54,George,Fleming,1850-08-05,FALSE,"Cathcart, Renfrew",FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-73.5692531,45.5014758
55,John,Gordon,1849-11-09,FALSE,Clerkenwell,FALSE,Halfback,Scotland v England,Edinburgh,1875-03-08,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,Scotland,-0.1078746,51.5264898
56,Arthur,Marshall,1855-04-27,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-122.2636808,37.8009514
57,Duncan,Robertson,1851-06-30,FALSE,Not Available,FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-122.2636808,37.8009514
58,William,Bolton,1851-03-15,FALSE,Stirling,FALSE,Forward,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-3.9369029,56.1165227
59,Nat,Brewis,1856-04-16,FALSE,"Eshott Hall, Nthb",FALSE,Forward,England v Scotland,The Oval,1876-03-06,6,6,0,0,0,0,0,0,0,2,2,2,0.3333333333333333,Scotland,-1.6808773,55.2740646
60,James,Carrick,1855-09-04,FALSE,"Blythswood, Glasgow",FALSE,Fullback,England v Scotland,The Oval,1876-03-06,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland,-4.2629844,55.86310830000001
61,Gussie,Graham,1856-04-16,FALSE,Middlebie,FALSE,Forward,England v Scotland,The Oval,1876-03-06,10,10,0,0,1,0,0,0,0,4,3,3,0.4,Scotland,-3.23338,55.073227
62,John,Junor,1855-11-04,FALSE,"Milton, Glasgow",FALSE,Forward,England v Scotland,The Oval,1876-03-06,6,6,0,0,0,0,0,0,0,2,2,2,0.3333333333333333,Scotland,-4.253207,55.90042099999999
63,David,Lang,1852-08-16,FALSE,Paisley,FALSE,Forward,England v Scotland,The Oval,1876-03-06,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland,-90.0880101,30.3989348
64,George,Paterson,1855-03-05,FALSE,Bangalore,FALSE,Halfback,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,77.5945627,12.9715987
65,Charles,Villar,NA,NA,Cheltenham,FALSE,Forward,England v Scotland,The Oval,1876-03-06,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Scotland,-75.1370254,40.0812601
66,David,Watson,1854-01-07,FALSE,Glasgow,FALSE,Forward,England v Scotland,The Oval,1876-03-06,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,Scotland,-4.251806,55.864237
67,Henry,Johnston,1856-09-13,FALSE,Kirkwall,FALSE,Fullback,Ireland v Scotland,Belfast,1877-02-19,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland,-2.9622491,58.98467400000001
68,Robert,Mackenzie,1856-01-12,FALSE,Glasgow,FALSE,Three-quarters,Ireland v Scotland,Belfast,1877-02-19,4,4,0,2,3,0,0,2,0,2,1,1,0.5,Scotland,-4.251806,55.864237
69,Henry,Napier,1854-05-02,FALSE,Glasgow,FALSE,Forward,Ireland v Scotland,Belfast,1877-02-19,5,5,0,0,0,0,0,0,0,3,0,2,0.6,Scotland,-4.251806,55.864237
70,Edward,Pocock,1855-12-03,FALSE,Clifton,FALSE,Three-quarters,Ireland v Scotland,Belfast,1877-02-19,2,2,0,0,1,0,0,0,0,2,0,0,1,Scotland,-74.16375529999999,40.8584328
71,Stewart,Smith,1855-04-12,FALSE,"Blythswood, Glasgow",FALSE,Forward,Ireland v Scotland,Belfast,1877-02-19,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland,-4.2629844,55.86310830000001
72,Thomas,Torrie,1857-04-13,FALSE,Edinburgh,FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-3.188267,55.953252
73,Louis,Auldjo,1855-11-06,FALSE,Cawnpore,FALSE,Forward,England v Scotland,The Oval,1878-03-04,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,80.3318736,26.449923
74,James,Campbell,1858-01-01,FALSE,"Lake Athabasca, AB",FALSE,Halfback,England v Scotland,The Oval,1878-03-04,5,5,0,0,0,0,0,0,0,1,1,3,0.2,Scotland,-109.3403548,59.4242231
75,Duncan,Irvine,1851-04-02,FALSE,Perthshire,FALSE,Forward,England v Scotland,The Oval,1878-03-04,3,3,0,0,0,0,0,0,0,1,0,2,0.3333333333333333,Scotland,-90.91232769999999,33.9773305
76,Bill,Maclagan,1858-04-05,FALSE,Edinburgh,FALSE,Three-quarters,England v Scotland,The Oval,1878-03-04,29,29,0,3,4,4,0,0,0,18,6,5,0.6206896551724138,Scotland,-3.188267,55.953252
77,George,MacLeod,1858-05-06,FALSE,Midlothian,FALSE,Forward,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland,-97.01031809999999,32.475335
78,John,Neilson,1858-06-14,FALSE,Glasgow,FALSE,Halfback,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,0,0,2,0,Scotland,-4.251806,55.864237
79,Bob,Ainslie,1858-01-30,FALSE,Lasswade,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,7,7,0,0,3,0,0,0,0,4,1,2,0.5714285714285714,Scotland,-3.114017,55.88198
80,John,Brown,1856-05-26,FALSE,Glasgow,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,19,19,0,0,2,0,0,0,0,12,4,3,0.631578947368421,Scotland,-4.251806,55.864237
81,William,Masters,1858-06-25,FALSE,Edinburgh,FALSE,Halfback,Ireland v Scotland,Belfast,1879-02-17,3,3,0,0,1,0,0,0,0,2,1,0,0.6666666666666666,Scotland,-3.188267,55.953252
82,Errol,Smith,1860-01-01,TRUE,Edinburgh,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-3.188267,55.953252
83,David,Somerville,1856-08-06,FALSE,Leith,FALSE,Forward,Ireland v Scotland,Belfast,1879-02-17,6,6,0,0,2,0,0,0,0,5,1,0,0.8333333333333334,Scotland,-3.1665102,55.97552779999999
84,Edward,Ewart,1860-08-02,FALSE,Moffat,FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,3,3,0,0,2,0,0,0,0,1,1,1,0.3333333333333333,Scotland,-105.9100156,37.9988882
85,William,Brown,1860-06-02,FALSE,Glasgow,FALSE,Halfback,Scotland v Ireland,Glasgow,1880-02-14,6,6,0,0,2,0,0,0,0,4,2,0,0.6666666666666666,Scotland,-4.251806,55.864237
86,David,McCowan,1860-12-08,FALSE,Ayr,FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,10,10,0,0,1,0,0,0,0,5,4,1,0.5,Scotland,-98.4403373,40.4375138
87,Charles,Stewart,1860-05-08,FALSE,Glasgow,FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland,-4.251806,55.864237
88,Jack,Tait,1861-08-24,FALSE,Edinburgh,FALSE,Forward,Scotland v Ireland,Glasgow,1880-02-14,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland,-3.188267,55.953252
89,David,Cassels,1859-03-04,FALSE,Shettleston,FALSE,Forward,England v Scotland,Manchester,1880-02-28,7,7,0,0,0,0,0,0,0,4,3,0,0.5714285714285714,Scotland,-4.1591385,55.8521308
90,Bryce,Allan,1859-03-01,FALSE,Glasgow,FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,1,1,0,0,0,0,0,0,0,0,1,0,0,Scotland,-4.251806,55.864237
91,Thomas,Begbie,1862-08-01,FALSE,"Dirleton, E Lothian",FALSE,Fullback,Ireland v Scotland,Belfast,1881-02-19,2,2,0,1,0,1,0,0,0,0,1,1,0,Scotland,-2.7780979,56.047358
92,Charlie,Reid,1864-01-14,FALSE,Lochwinnoch,FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,21,21,0,0,4,0,0,0,0,13,4,4,0.6190476190476191,Scotland,-4.6302458,55.7958077
93,George,Robb,1858-09-24,FALSE,Glasgow,FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,2,2,0,0,0,0,0,0,0,0,1,1,0,Scotland,-4.251806,55.864237
94,Pat,Smeaton,1857-11-12,FALSE,Kincardine,FALSE,Halfback,Ireland v Scotland,Belfast,1881-02-19,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,Scotland,-81.5596427,44.2759345
95,Archibald,Walker,1858-06-29,FALSE,Glasgow,FALSE,Forward,Ireland v Scotland,Belfast,1881-02-19,5,5,0,0,0,0,0,0,0,3,2,0,0.6,Scotland,-4.251806,55.864237
96,Tom,Ainslie,1860-12-18,FALSE,Lasswade,FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,12,12,0,0,1,0,0,0,0,8,2,2,0.6666666666666666,Scotland,-3.114017,55.88198
97,James,Fraser,1859-05-30,FALSE,"Sculcoates, Hull",FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-0.349182,53.7586986
98,Robert,Maitland,1862-01-07,FALSE,Alloa,FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,5,5,0,0,0,0,0,0,0,3,0,2,0.6,Scotland,-3.791896,56.114073
99,William,Peterkin,1857-12-31,FALSE,Edinburgh,FALSE,Forward,Scotland v England,Edinburgh,1881-03-19,8,8,0,0,2,0,0,0,0,5,1,2,0.625,Scotland,-3.188267,55.953252
100,Bunny,Wauchope,1861-04-29,FALSE,"Bridgeton, Glasgow",FALSE,Halfback,Scotland v England,Edinburgh,1881-03-19,13,13,0,0,6,0,0,0,0,9,1,3,0.6923076923076923,Scotland,-4.2267041,55.85017800000001
101,Tom,Anderson,1863-05-17,FALSE,Ledcamerock,FALSE,Fullback,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-4.337095199999999,55.9174957
102,Fraser,Gore,1857-07-10,FALSE,Not Available,FALSE,Forward,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-122.2636808,37.8009514
103,Augustus,Grant-Asher,1861-12-18,FALSE,Poona,FALSE,Halfback,Scotland v Ireland,Glasgow,1882-02-18,7,7,0,2,1,0,0,2,0,4,1,2,0.5714285714285714,Scotland,-84.1254311,33.9421529
104,Frank,Hunter,1858-07-26,FALSE,Not Available,FALSE,Three-quarters,Scotland v Ireland,Glasgow,1882-02-18,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-122.2636808,37.8009514
105,Andrew,Philp,1859-06-05,FALSE,Edinburgh,FALSE,Three-quarters,England v Scotland,Manchester,1882-03-04,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-3.188267,55.953252
106,James,Veitch,1862-09-16,FALSE,Penicuik,FALSE,Fullback,England v Scotland,Manchester,1882-03-04,8,8,0,1,0,1,0,0,0,6,1,1,0.75,Scotland,-3.224533,55.830932
107,James,Walker,1859-10-09,FALSE,"Tradeston, Glasgow",FALSE,Forward,England v Scotland,Manchester,1882-03-04,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland,-4.2647734,55.8533512
108,Andrew,Walls,1859-12-29,FALSE,Glasgow,FALSE,Forward,England v Scotland,Manchester,1882-03-04,10,10,0,0,0,0,0,0,0,7,2,1,0.7,Scotland,-4.251806,55.864237
109,John,Jamieson,NA,NA,Not Available,FALSE,Forward,Scotland v Wales,Edinburgh,1883-01-08,9,9,0,0,2,0,0,0,0,6,2,1,0.6666666666666666,Scotland,-122.2636808,37.8009514
110,David,Kidston,1859-10-02,FALSE,"Blythswood, Glasgow",FALSE,Fullback,Scotland v Wales,Edinburgh,1883-01-08,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland,-4.2629844,55.86310830000001
111,David,McFarlan,1862-10-03,FALSE,Meerut,FALSE,Three-quarters,Scotland v Wales,Edinburgh,1883-01-08,8,8,0,3,4,3,0,0,0,7,1,0,0.875,Scotland,77.7064137,28.9844618
112,John,Mowat,1859-01-22,FALSE,Glasgow,FALSE,Forward,Scotland v Wales,Edinburgh,1883-01-08,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland,-4.251806,55.864237
113,George,Aitchison,1864-10-19,FALSE,"St Giles, Edinburgh",FALSE,Halfback,Ireland v Scotland,Belfast,1883-02-17,1,1,0,0,0,0,0,0,0,1,0,0,1,Scotland,-3.1908918,55.94948369999999
114,Marshall,Reid,1864-08-03,FALSE,Partick,FALSE,Three-quarters,Ireland v Scotland,Belfast,1883-02-17,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland,-4.3077508,55.87105940000001
115,George,Lindsay,1863-01-03,FALSE,Not Available,FALSE,Three-quarters,Wales v Scotland,Newport,1884-01-12,4,4,0,0,5,0,0,0,0,3,0,1,0.75,Scotland,-122.2636808,37.8009514
116,John,Tod,1862-10-09,FALSE,"Crieff, Perth",FALSE,Forward,Wales v Scotland,Newport,1884-01-12,9,9,0,0,2,0,0,0,0,6,1,2,0.6666666666666666,Scotland,-3.4628495,56.40635899999999
117,Charles,Berry,1863-09-06,FALSE,"Leuchars, Fife",FALSE,Forward,Scotland v Ireland,Edinburgh,1884-02-16,9,9,0,7,0,6,0,0,1,5,2,2,0.5555555555555556,Scotland,-2.882275,56.380807
118,Ernest,Roland,1865-01-28,FALSE,"St Andrew, Edinburgh",FALSE,Three-quarters,Scotland v Ireland,Edinburgh,1884-02-16,2,2,0,0,0,0,0,0,0,1,1,0,0.5,Scotland,-3.1941489,55.9540589
119,Pat,Harrower,1863-01-19,FALSE,Broughty Ferry,FALSE,Fullback,Scotland v Wales,Glasgow,1885-01-10,1,1,0,0,0,0,0,0,0,0,0,1,0,Scotland,-2.8814982,56.4692371
120,Gardy,Maitland,1865-12-07,FALSE,Alloa,FALSE,Three-quarters,Scotland v Wales,Glasgow,1885-01-10,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland,-3.791896,56.114073
121,Gordon,Mitchell,1865-05-26,FALSE,Hamilton,FALSE,Forward,Scotland v Wales,Glasgow,1885-01-10,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,Scotland,-96.19513200000002,37.9426096
122,Alexander,Stephen,1861-07-21,FALSE,"Anderston, Glasgow",FALSE,Three-quarters,Scotland v Wales,Glasgow,1885-01-10,2,2,0,0,0,0,0,0,0,1,0,1,0.5,Scotland,-4.2726491,55.8628751
123,Henry,Evans,1859-12-14,FALSE,Clifton,FALSE,Three-quarters,Ireland v Scotland,Belfast,1885-02-21,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland,-74.16375529999999,40.8584328
124,Walter,Irvine,1865-10-21,FALSE,"Garroch, Aberdeenshre",FALSE,Forward,Ireland v Scotland,Belfast,1885-02-21,11,11,0,0,0,0,0,0,0,8,1,2,0.7272727272727273,Scotland,-2.373995,57.28347400000001
125,Patrick,Wauchope,1863-05-01,FALSE,"Newton, Midlothian",FALSE,Halfback,Ireland v Scotland,Belfast,1885-02-21,6,6,0,0,1,0,0,0,0,5,0,1,0.8333333333333334,Scotland,-96.9942617,32.4838643
126,Alexander,Clay,1863-09-27,FALSE,Kelso,FALSE,Forward,Wales v Scotland,Cardiff,1886-01-09,7,7,0,0,1,0,0,0,0,4,1,2,0.5714285714285714,Scotland,-95.1099662,36.705635
127,J.,French,NA,NA,Not Available,FALSE,Forward,Wales v Scotland,Cardiff,1886-01-09,4,4,0,0,0,0,0,0,0,3,0,1,0.75,Scotland,-122.2636808,37.8009514
128,William,Holms,1866-08-27,FALSE,Thox,FALSE,Three-quarters,Wales v Scotland,Cardiff,1886-01-09,6,6,0,0,0,0,0,0,0,4,0,2,0.6666666666666666,Scotland,-91.94127519999999,38.0408739
129,Flowerdew,McIndoe,1865-02-14,FALSE,Hamilton,FALSE,Fullback,Wales v Scotland,Cardiff,1886-01-09,2,2,0,0,0,0,0,0,0,2,0,0,1,Scotland,-96.19513200000002,37.9426096
