cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country,lon,lat
11,Alfred,Hamersley,1848-10-08,FALSE,"Great Haseley, Oxon",FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,4,4,0,0,1,0,0,0,0,2,1,1,0.5,England,-1.0705222,51.71124589999999
12,Harry,Luscombe,1848-05-25,FALSE,"Forest Hill, Kent",FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,England,0.5199718,51.261648
13,Arthur,Lyon,1851-08-04,FALSE,W Derby,FALSE,Fullback,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,England,-2.909981,53.431082
14,William,MacLaren,NA,NA,"Chorlton, Lancashire",FALSE,Three-quarters,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,England,-2.27829,53.444858
15,Richard,Osborne,1848-05-20,FALSE,"Middleham, Yorks",FALSE,Fullback,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,England,-1.8056301,54.285318
16,Charles,Sherrard,1848-12-25,FALSE,"Kensington, London",FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England,-0.1932794,51.5010095
17,Frederic,Stokes,1850-07-12,FALSE,Greenwich,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England,-73.6281964,41.0262417
18,Frank,Tobin,1849-09-23,FALSE,Liverpool,FALSE,Halfback,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,England,-115.4763241,32.6564981
19,Dawson,Turner,1846-12-15,FALSE,Calcutta,FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,6,6,0,0,0,0,0,0,0,3,1,2,0.5,England,88.36389500000001,22.572646
20,Henry,Turner,1850-01-23,FALSE,"Wartling, Sussex",FALSE,Forward,Scotland v England,Edinburgh,1871-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,England,0.3624812,50.87108809999999
21,Thomas,Batson,1846-05-18,FALSE,"Hentland, Hereford",FALSE,Forward,England v Scotland,The Oval,1872-02-05,3,3,0,0,0,0,0,0,0,3,0,0,1,England,-2.664979,51.934092
22,James,Body,1846-09-03,FALSE,"Tenterden, Kent",FALSE,Forward,England v Scotland,The Oval,1872-02-05,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England,0.689122,51.069358
23,James,Bush,1850-07-28,FALSE,Cawnpore,FALSE,Forward,England v Scotland,The Oval,1872-02-05,5,5,0,0,0,0,0,0,0,3,0,2,0.6,England,80.3318736,26.449923
24,Frederick,Currey,1849-05-03,FALSE,Kent,FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-81.3578859,41.1536674
25,Francis,d'Aguilar,1849-12-11,FALSE,"Meerut, Bengal",FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,1,0,0,0,0,1,0,0,1,England,77.69729679999999,28.9947996
26,Stephen,Finney,1852-09-08,FALSE,Marylebone,FALSE,Halfback,England v Scotland,The Oval,1872-02-05,2,2,0,0,1,0,0,0,0,1,0,1,0.5,England,-0.1498955,51.5188746
27,Harold,Freeman,1850-01-15,FALSE,"Dursley, Glos",FALSE,Three-quarters,England v Scotland,The Oval,1872-02-05,3,3,0,2,0,0,0,2,0,2,0,1,0.6666666666666666,England,-2.350518,51.678768
28,Francis,Isherwood,1852-10-16,FALSE,Berkshire,FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,1,0,1,0,0,0,1,0,0,1,England,-1.1853677,51.4669939
29,Frank,Luscombe,1849-11-23,FALSE,"Norwood, Surrey",FALSE,Forward,England v Scotland,The Oval,1872-02-05,6,6,0,0,0,0,0,0,0,4,0,2,0.6666666666666666,England,-84.4558504,39.1586613
30,James,Mackinlay,1850-12-17,FALSE,Guildford,FALSE,Forward,England v Scotland,The Oval,1872-02-05,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,England,-0.570409,51.23622
31,Frederick,Mills,1849-05-05,FALSE,Chertsey,FALSE,Fullback,England v Scotland,The Oval,1872-02-05,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England,-0.509456,51.386491
32,William,Moberly,1850-11-14,FALSE,"Shoreham-by-Sea, Sx",FALSE,Fullback,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-0.2715558,50.8342086
33,Nipper,Pinching,1851-03-24,FALSE,Gravesend,FALSE,Forward,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-73.9768653,40.5918636
34,Percy,Wilkinson,1847-12-16,FALSE,Hampstead,FALSE,Halfback,England v Scotland,The Oval,1872-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-76.8499774,39.6048253
35,Cecil,Boyle,1853-03-16,FALSE,"St Georges Hospital,",FALSE,Halfback,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England,-113.5539707,37.0968017
36,Ernest,Cheston,1848-10-24,FALSE,Hackney,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,5,5,0,0,1,0,0,0,0,3,0,2,0.6,England,-0.07243759999999999,51.573445
37,William,Fletcher,1851-12-10,FALSE,Kensington,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,2,2,0,0,0,0,0,0,0,0,0,2,0,England,-75.1179823,39.9934039
38,Henry,Lawrence,1848-03-17,FALSE,Lahore,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,4,4,0,0,0,0,0,0,0,2,0,2,0.5,England,74.35874729999999,31.5203696
39,Henry,Marsh,1850-09-08,FALSE,Not Available,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England,-122.2636808,37.8009514
40,Murray,Marshall,1852-10-07,FALSE,Goldalming,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,10,10,0,0,0,0,0,0,0,6,1,3,0.6,England,-0.612808,51.18573199999999
41,Sydney,Morse,1854-06-01,FALSE,Birmingham,FALSE,Fullback,Scotland v England,Glasgow,1873-03-03,3,3,0,0,0,0,0,0,0,1,0,2,0.3333333333333333,England,-86.8103567,33.5185892
42,Cyril,Rickards,1854-01-11,FALSE,Jeypon,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England,NA,NA
43,Ernest,Still,1852-07-14,FALSE,Epsom,FALSE,Forward,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England,-0.267382,51.336036
44,Charles,Vanderspar,1853-07-01,FALSE,"Kandy, Ceylon",FALSE,Fullback,Scotland v England,Glasgow,1873-03-03,1,1,0,0,0,0,0,0,0,0,0,1,0,England,80.6337262,7.2905715
45,John,Batten,1853-02-28,FALSE,"Almora, Kumaon",FALSE,Fullback,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England,79.6562964,29.5968568
46,Marshall,Brooks,1855-05-30,FALSE,"Haslingden, Lancs",FALSE,Fullback,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-2.3261002,53.7008264
47,Henry,Bryden,1854-05-03,FALSE,Banbury,FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-116.3613794,43.670886
48,William,Collins,1853-10-14,FALSE,Monghyr,FALSE,Halfback,England v Scotland,The Oval,1874-02-23,5,5,0,0,1,0,0,0,0,4,0,1,0.8,England,86.47339029999999,25.3707993
49,Charles,Crosse,1854-06-13,FALSE,"Bushey, Herts",FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,2,0,0,1,England,-0.35842,51.64761499999999
50,Foster,Cunliffe,1854-04-20,FALSE,Llanfyllin,FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-3.275786,52.76623499999999
51,James,Genth,1849-07-17,FALSE,"Ardwick, Manchester",FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England,-2.2168807,53.4680055
52,Edward,Kewley,1852-06-20,FALSE,"Eton, Bucks",FALSE,Forward,England v Scotland,The Oval,1874-02-23,7,7,0,0,1,0,0,0,0,4,1,2,0.5714285714285714,England,-0.607942,51.487402
53,William,Milton,1854-12-03,FALSE,"Lt.Marlow, Bucks",FALSE,Three-quarters,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,2,0,0,1,England,-115.1119657,35.9995993
54,Sidney,Parker,1852-10-03,FALSE,"Shirburn Castle, Oxon",FALSE,Forward,England v Scotland,The Oval,1874-02-23,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England,-0.9911089999999998,51.659638
55,William,Stafford,1854-12-19,FALSE,Not Available,FALSE,Forward,England v Scotland,The Oval,1874-02-23,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-122.2636808,37.8009514
56,Roger,Walker,1846-09-18,FALSE,Bury,FALSE,Forward,England v Scotland,The Oval,1874-02-23,5,5,0,0,0,0,0,0,0,4,0,1,0.8,England,-2.2966054,53.5933498
57,Frank,Adams,1852-09-14,FALSE,Newcastle-upon-Tyne,FALSE,Forward,England v Ireland,The Oval,1875-02-15,7,7,0,0,2,0,0,0,0,4,0,3,0.5714285714285714,England,-1.61778,54.978252
58,Edward,Fraser,1853-04-02,FALSE,Burnside,FALSE,Forward,England v Ireland,The Oval,1875-02-15,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-84.5999405,36.9889661
59,Harry,Graham,1853-08-12,FALSE,Wimbledon,FALSE,Forward,England v Ireland,The Oval,1875-02-15,4,4,0,0,0,0,0,0,0,3,0,1,0.75,England,-78.77949720000001,35.7487195
60,William,Hutchinson,1849-10-31,FALSE,Sculcoates,FALSE,Forward,England v Ireland,The Oval,1875-02-15,2,2,0,0,0,0,0,0,0,2,0,0,1,England,-0.349182,53.7586986
61,Arthur,Michell,1852-09-16,FALSE,Headington,FALSE,Halfback,England v Ireland,The Oval,1875-02-15,3,3,0,0,1,0,0,0,0,2,0,1,0.6666666666666666,England,-96.7923795,32.8055096
62,Edward,Nash,1853-12-20,FALSE,Eton,FALSE,Halfback,England v Ireland,The Oval,1875-02-15,1,1,0,1,0,0,0,1,0,1,0,0,1,England,-0.6044396,51.49573549999999
63,Alec,Pearson,1853-11-30,FALSE,"Mount Ridley, VIC",FALSE,Fullback,England v Ireland,The Oval,1875-02-15,7,7,0,4,0,4,0,0,0,4,1,2,0.5714285714285714,England,144.9209515,-37.5780251
64,Edward,Perrott,1851-09-16,FALSE,Llanfyllin,FALSE,Forward,England v Ireland,The Oval,1875-02-15,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-3.275786,52.76623499999999
65,Lennard,Stokes,1856-02-12,FALSE,Greenwich,FALSE,Three-quarters,England v Ireland,The Oval,1875-02-15,12,12,0,19,0,17,0,2,0,8,1,3,0.6666666666666666,England,-73.6281964,41.0262417
66,Louis,Birkett,1853-01-01,FALSE,St Saviour,FALSE,Fullback,Scotland v England,Edinburgh,1875-03-08,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England,-79.29799489999999,43.6827405
67,Wyndham,Evanson,NA,NA,Llansoy,FALSE,Halfback,Scotland v England,Edinburgh,1875-03-08,5,5,0,0,1,0,0,0,0,1,1,3,0.2,England,-2.809581,51.71946
68,Josiah,Paul,1853-05-24,FALSE,"Tetbury, Glos",FALSE,Forward,Scotland v England,Edinburgh,1875-03-08,1,1,0,0,0,0,0,0,0,0,0,1,0,England,-2.15818,51.639295
69,Jeaffreson,Brewer,NA,NA,Ebbw Vale,FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-3.206151,51.777532
70,Charles,Bryden,1852-06-16,FALSE,Banbury,FALSE,Forward,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England,-116.3613794,43.670886
71,Mark,Bulteel,1849-09-29,FALSE,Liverpool,FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-115.4763241,32.6564981
72,Charles,Clark,1857-03-19,FALSE,W Derby,FALSE,Halfback,Ireland v England,Dublin,1875-12-13,1,1,0,0,1,0,0,0,0,1,0,0,1,England,-2.909981,53.431082
73,John,Graham,NA,NA,"Wimbledon, Surrey",FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-0.2206288,51.41833889999999
74,Walter,Greg,1851-02-14,FALSE,Macclesfield,FALSE,Forward,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,2,0,0,1,England,-2.119287,53.258663
75,Charles,Gunner,1853-01-07,FALSE,Bishops Waltham,FALSE,Three-quarters,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-1.2179669,50.9546872
76,Spencer,Login,1851-09-24,FALSE,"Futleghur, Punjab",FALSE,Fullback,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England,75.557146,31.04684139999999
77,Ernest,Marriott,1857-01-15,FALSE,Salford,FALSE,Forward,Ireland v England,Dublin,1875-12-13,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-2.2901264,53.48752349999999
78,Edward,Turner,1854-09-01,TRUE,Epping,FALSE,Forward,Ireland v England,Dublin,1875-12-13,3,3,0,0,1,0,0,0,0,3,0,0,1,England,-71.0735476,43.0534843
79,Courteney,Verelst,1855-11-16,FALSE,Wirral,FALSE,Forward,Ireland v England,Dublin,1875-12-13,2,2,0,0,0,0,0,0,0,2,0,0,1,England,-3.073754,53.3727181
80,Arthur,Heath,1856-05-29,FALSE,Newcastle-under-Lyme,FALSE,Fullback,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-2.2273002,53.013208
81,William,Hunt,1854-05-11,FALSE,Preston,FALSE,Forward,England v Scotland,The Oval,1876-03-06,4,4,0,0,0,0,0,0,0,3,1,0,0.75,England,-95.9959358,35.711213
82,William,Hutchinson,1856-01-01,TRUE,Charlton,FALSE,Halfback,England v Scotland,The Oval,1876-03-06,2,2,0,0,2,0,0,0,0,2,0,0,1,England,-71.970074,42.13565
83,Frederic,Lee,1855-09-14,FALSE,Chelsea,FALSE,Forward,England v Scotland,The Oval,1876-03-06,2,2,0,0,1,0,0,0,0,2,0,0,1,England,-95.439145,36.5402086
84,William,Rawlinson,1855-12-17,FALSE,Bury St Edmunds,FALSE,Forward,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England,0.7104931999999999,52.2429228
85,Thomas,Tetley,1856-04-12,FALSE,Bradford,FALSE,Three-quarters,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-1.759398,53.795984
86,George,Turner,1855-10-22,FALSE,Essex,FALSE,Forward,England v Scotland,The Oval,1876-03-06,1,1,0,0,0,0,0,0,0,1,0,0,1,England,0.4856781,51.57424469999999
87,Henry,Fowler,NA,NA,"Watford, Herts",FALSE,Forward,England v Ireland,The Oval,1877-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-0.39032,51.656489
88,Gillie,Harrison,1858-06-13,FALSE,Cottingham,FALSE,Forward,England v Ireland,The Oval,1877-02-05,7,7,0,0,0,0,0,0,0,5,1,1,0.7142857142857143,England,-80.8245869,35.1494177
89,Monkey,Hornby,1847-02-10,FALSE,Blackburn,FALSE,Fullback,England v Ireland,The Oval,1877-02-05,9,9,0,0,1,0,0,0,0,4,2,3,0.4444444444444444,England,-2.487529,53.748575
90,Petley,Price,1856-04-25,FALSE,Poona,FALSE,Halfback,England v Ireland,The Oval,1877-02-05,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England,-84.1254311,33.9421529
91,Charles,Touzel,NA,NA,"Wirral, Cheshire",FALSE,Forward,England v Ireland,The Oval,1877-02-05,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England,-3.073754,53.3727181
92,Harry,Garnett,1851-09-16,FALSE,"Otley, Yorks",FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England,-1.691786,53.905825
93,Archibald,Law,1853-02-02,FALSE,Nice,FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England,-73.8938426,40.7467228
94,Robert,Todd,1847-04-01,TRUE,Bury,FALSE,Forward,Scotland v England,Edinburgh,1877-03-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England,-2.2966054,53.5933498
95,John,Biggs,1855-10-25,FALSE,Reading,FALSE,Forward,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England,-95.9840012,36.1486659
96,Frank,Fowler,1855-08-16,FALSE,Newbury,FALSE,No. 8,England v Scotland,The Oval,1878-03-04,2,2,0,0,0,0,0,0,0,0,0,2,0,England,-78.8772929,42.9164044
97,Howard,Fowler,1857-10-20,FALSE,Tottenham,FALSE,Forward,England v Scotland,The Oval,1878-03-04,3,3,0,0,0,0,0,0,0,1,0,2,0.3333333333333333,England,-79.80559459999999,44.0224843
98,Temple,Gurdon,1854-01-25,FALSE,"Barnham Broom, Norflk",FALSE,Forward,England v Scotland,The Oval,1878-03-04,16,16,0,0,1,0,0,0,0,12,1,3,0.75,England,1.0715605,52.6249449
99,Henry,Kayll,1855-07-16,FALSE,Sunderland,FALSE,Fullback,England v Scotland,The Oval,1878-03-04,1,1,0,0,0,0,0,0,0,0,0,1,0,England,-72.5795115,42.4663727
100,George,Thomson,1856-11-26,FALSE,"Skircoat, Yorks",FALSE,Forward,England v Scotland,The Oval,1878-03-04,9,9,0,0,1,0,0,0,0,6,1,2,0.6666666666666666,England,-1.8625311,53.7048469
101,George,Vernon,1856-06-20,FALSE,"Marylebone, London",FALSE,Forward,England v Scotland,The Oval,1878-03-04,5,5,0,0,0,0,0,0,0,4,0,1,0.8,England,-0.1498955,51.5188746
102,John,Bell,1853-04-19,FALSE,North Elswick,FALSE,Halfback,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-1.647687,54.9676013
103,Thomas,Blatherwick,1855-12-25,FALSE,Quebec,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-73.5491361,52.9399159
104,Jimmy,Budd,1853-10-14,FALSE,Bristol,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,5,5,0,0,1,0,0,0,0,3,0,2,0.6,England,-2.58791,51.454513
105,Ernest,Dawson,1858-05-10,FALSE,"Charlottetown, PEI",FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-63.13107040000001,46.23824
106,Henry,Enthoven,1855-03-16,FALSE,Liverpool,FALSE,Three-quarters,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-115.4763241,32.6564981
107,Herbert,Gardner,1854-12-04,FALSE,Cawnpore,FALSE,Forward,Ireland v England,Lansdowne Road,1878-03-11,1,1,0,0,1,0,0,0,0,1,0,0,1,England,80.3318736,26.449923
108,Allan,Jackson,1858-08-12,FALSE,Spanish Town,FALSE,Halfback,Ireland v England,Lansdowne Road,1878-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,England,-76.9748123,18.0166835
109,William,Penny,NA,NA,Langport,FALSE,Fullback,Ireland v England,Lansdowne Road,1878-03-11,3,3,0,0,1,0,0,0,0,2,0,1,0.6666666666666666,England,-2.828719,51.038134
110,George,Burton,1855-08-29,FALSE,Blackheath,FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,6,6,0,0,6,0,0,0,0,4,0,2,0.6666666666666666,England,-83.13446789999999,42.7515637
111,Harry,Huth,1856-02-14,FALSE,Huddersfield,FALSE,Fullback,Scotland v England,Edinburgh,1879-03-10,1,1,0,0,0,0,0,0,0,0,0,1,0,England,-1.7850351,53.645792
112,Norman,McLeod,1856-06-30,FALSE,Madras,FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England,80.2707184,13.0826802
113,Stuart,Neame,1856-06-15,FALSE,Preston FavershaKent,FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,4,4,0,0,0,0,0,0,0,3,0,1,0.75,England,NA,NA
114,Hugh,Rowley,1858-04-27,FALSE,Chorlton-upon-Medloc,FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,9,9,0,0,3,0,0,0,0,5,1,3,0.5555555555555556,England,-2.2273214,53.4654483
115,Henry,Springmann,NA,NA,W Derby,FALSE,Forward,Scotland v England,Edinburgh,1879-03-10,2,2,0,0,0,0,0,0,0,0,0,2,0,England,-2.909981,53.431082
116,Henry,Taylor,1858-09-21,FALSE,Greenwich,FALSE,Halfback,Scotland v England,Edinburgh,1879-03-10,5,5,0,0,6,0,0,0,0,3,1,1,0.6,England,-73.6281964,41.0262417
117,Harold,Bateson,1855-05-02,FALSE,Liverpool,FALSE,Forward,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-115.4763241,32.6564981
118,William,Openshaw,1852-02-05,FALSE,Cape Town,FALSE,Halfback,England v Ireland,The Oval,1879-03-24,1,1,0,0,0,0,0,0,0,1,0,0,1,England,18.4240553,-33.9248685
119,Henry,Twynam,1853-02-14,FALSE,"Bishopsgate, Hants",FALSE,Halfback,England v Ireland,The Oval,1879-03-24,8,8,0,0,4,0,0,0,0,7,0,1,0.875,England,-0.0829371,51.5153444
120,Sidney,Ellis,1859-03-13,FALSE,Lewisham,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,1,0,0,0,0,1,0,0,1,England,-0.0117006,51.4414579
121,Thomas,Fry,1858-09-15,FALSE,Greenwich,FALSE,Fullback,Ireland v England,Lansdowne Road,1880-02-02,3,3,0,0,1,0,0,0,0,3,0,0,1,England,-73.6281964,41.0262417
122,Charles,Gurdon,1855-12-03,FALSE,"Forehoe, Norfolk",FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,14,14,0,0,0,0,0,0,0,10,1,3,0.7142857142857143,England,1.08637,52.606383
123,Robert,Hunt,1856-01-21,FALSE,Preston,FALSE,Three-quarters,Ireland v England,Lansdowne Road,1880-02-02,4,4,0,2,2,1,0,1,0,2,0,2,0.5,England,-95.9959358,35.711213
124,Barron,Kilner,1852-10-11,FALSE,Thornhill Leer,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-79.42700409999999,43.8240242
125,Ellis,Markendale,1856-11-11,FALSE,Salford,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,1,0,0,0,0,1,0,0,1,England,-2.2901264,53.48752349999999
126,John,Schofield,1858-03-10,FALSE,Stretford,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-2.308713,53.446622
127,Ernie,Woodhead,1857-02-02,FALSE,Huddersfield,FALSE,Forward,Ireland v England,Lansdowne Road,1880-02-02,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-1.7850351,53.645792
128,Charles,Coates,1857-05-04,FALSE,Lambeth,FALSE,Forward,England v Scotland,Manchester,1880-02-28,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England,-0.1230681,51.4571477
129,Richard,Finch,NA,NA,Kensington,FALSE,Halfback,England v Scotland,Manchester,1880-02-28,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-75.1179823,39.9934039
130,Charles,Phillips,1857-08-14,FALSE,Not Available,FALSE,Forward,England v Scotland,Manchester,1880-02-28,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,England,-122.2636808,37.8009514
131,Charles,Sawyer,1856-03-20,FALSE,"Rusholme, Manchester",FALSE,Three-quarters,England v Scotland,Manchester,1880-02-28,2,2,0,0,1,0,0,0,0,2,0,0,1,England,-2.2281277,53.4549564
132,Charles,Fernandes,1857-04-03,FALSE,Wakefield,FALSE,Forward,England v Ireland,Manchester,1881-02-05,3,3,0,0,1,0,0,0,0,2,0,1,0.6666666666666666,England,-71.0723391,42.5039395
133,Walter,Hewitt,NA,NA,"Deptford, Kent",FALSE,Forward,England v Ireland,Manchester,1881-02-05,4,4,0,0,0,0,0,0,0,2,0,2,0.5,England,-0.0231099,51.4807988
134,John,Ravenscroft,1856-06-11,FALSE,Wirral,FALSE,Forward,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-3.073754,53.3727181
135,Ryder,Richardson,1861-09-13,FALSE,Chorlton,FALSE,Halfback,England v Ireland,Manchester,1881-02-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England,-2.27829,53.444858
